DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem
Path to Snowhead HP,Path to Snowhead Pillar,Piece of Heart,Path to Snowhead,Item,Path to Snowhead Pillar,Piece of Heart
Great Bay Coast HP,Great Bay Coast Ledge,Piece of Heart,Great Bay Coast,Item,Great Bay Coast Ledge,Piece of Heart
Ikana Scrub HP,Ikana Canyon Ledge,Piece of Heart,Ikana Canyon,Item,Ikana Canyon Ledge,Piece of Heart
Ikana Castle HP,Ikana Castle Pillar,Piece of Heart,Ikana Castle,Item,Ikana Castle Pillar,Piece of Heart
Odolwa Heart Container,Odolwa Heart Container,Heart Container,Woodfall Temple,Item,Odolwa Heart Container,Heart Container
Goht Heart Container,Goht Heart Container,Heart Container,Snowhead Temple,Item,Goht Heart Container,Heart Container
Gyorg Heart Container,Gyorg Heart Container,Heart Container,Great Bay Temple,Item,Gyorg Heart Container,Heart Container
Twinmold Heart Container,Twinmold Heart Container,Heart Container,Stone Tower Temple,Item,Twinmold Heart Container,Heart Container
Map: Clock Town,Clock Town Map Purchase,Map of Clock Town,North Clock Town,Item,Clock Town Map Purchase,Map of Clock Town
Map: Woodfall,Woodfall Map Purchase,Map of Woodfall,Road to Southern Swamp,Item,Woodfall Map Purchase,Map of Woodfall
Map: Snowhead,Snowhead Map Purchase,Map of Snowhead,Road to Southern Swamp,Item,Snowhead Map Purchase,Map of Snowhead
Map: Romani Ranch,Romani Ranch Map Purchase,Map of Romani Ranch,Milk Road,Item,Romani Ranch Map Purchase,Map of Romani Ranch
Map: Great Bay,Great Bay Map Purchase,Map of Great Bay,Milk Road,Item,Great Bay Map Purchase,Map of Great Bay
Map: Stone Tower,Stone Tower Map Purchase,Map of Stone Tower,Great Bay Coast,Item,Stone Tower Map Purchase,Map of Stone Tower
Goron Racetrack Grotto,Goron Racetrack Grotto,Bombchu,Twin Islands,Item,Goron Racetrack Grotto,Bombchu
Ikana Scrub 200r,Canyon Scrub Trade,Gold Rupee,Ikana Canyon,Item,Canyon Scrub Trade,Gold Rupee
Deku Trial HP,Deku Trial Bonus,Piece of Heart,The Moon,Item,Deku Trial Bonus,Piece of Heart
Goron Trial HP,Goron Trial Bonus,Piece of Heart,The Moon,Item,Goron Trial Bonus,Piece of Heart
Zora Trial HP,Zora Trial Bonus,Piece of Heart,The Moon,Item,Zora Trial Bonus,Piece of Heart
Link Trial HP,Link Trial Bonus,Piece of Heart,The Moon,Item,Link Trial Bonus,Piece of Heart
Fierce Deity's Mask,Majora Child,Fierce Deity's Mask,The Moon,Item,Majora Child,Fierce Deity's Mask
Link Trial 30 Arrows,Link Trial Garo Master Chest,30 Arrows,The Moon,Item,Link Trial Garo Master Chest,30 Arrows
Link Trial 10 Bombchu,Link Trial Iron Knuckle Chest,10 Bombchu,The Moon,Item,Link Trial Iron Knuckle Chest,10 Bombchu
Pre-Clocktown 10 Deku Nuts,Pre-Clocktown Chest,10 Deku Nuts,Beneath Clocktown,Item,Pre-Clocktown Chest,10 Deku Nuts
Starting Sword,Starting Sword,Kokiri Sword,Misc,Item,Starting Sword,Kokiri Sword
Starting Shield,Starting Shield,Hero's Shield,Misc,Item,Starting Shield,Hero's Shield
Starting Heart 1,Starting Heart Container #1,Heart Container,Misc,Item,Starting Heart Container #1,Heart Container
Starting Heart 2,Starting Heart Container #2,Heart Container,Misc,Item,Starting Heart Container #2,Heart Container
Ranch Cow #1 Milk,Ranch Cow #1,Milk,Romani Ranch,Item,Ranch Cow #1,Milk
Ranch Cow #2 Milk,Ranch Cow #2,Milk,Romani Ranch,Item,Ranch Cow #2,Milk
Ranch Cow #3 Milk,Ranch Cow #3,Milk,Romani Ranch,Item,Ranch Cow #3,Milk
Well Cow Milk,Cow Beneath the Well,Milk,Beneath the Well,Item,Cow Beneath the Well,Milk
Termina Grotto Cow #1 Milk,Termina Grotto Cow #1,Milk,Termina Field,Item,Termina Grotto Cow #1,Milk
Termina Grotto Cow #2 Milk,Termina Grotto Cow #2,Milk,Termina Field,Item,Termina Grotto Cow #2,Milk
Great Bay Coast Grotto Cow #1 Milk,Great Bay Coast Grotto Cow #1,Milk,Great Bay Coast,Item,Great Bay Coast Grotto Cow #1,Milk
Great Bay Coast Grotto Cow #2 Milk,Great Bay Coast Grotto Cow #2,Milk,Great Bay Coast,Item,Great Bay Coast Grotto Cow #2,Milk
Swamp Skulltula Main Room Near Ceiling,Swamp Skulltula Main Room Near Ceiling,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Main Room Near Ceiling,Swamp Skulltula Spirit
Swamp Skulltula Gold Room Near Ceiling,Swamp Skulltula Gold Room Near Ceiling,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Gold Room Near Ceiling,Swamp Skulltula Spirit
Swamp Skulltula Monument Room Torch,Swamp Skulltula Monument Room Torch,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Monument Room Torch,Swamp Skulltula Spirit
Swamp Skulltula Gold Room Pillar,Swamp Skulltula Gold Room Pillar,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Gold Room Pillar,Swamp Skulltula Spirit
Swamp Skulltula Pot Room Jar,Swamp Skulltula Pot Room Jar,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Pot Room Jar,Swamp Skulltula Spirit
Swamp Skulltula Tree Room Grass 1,Swamp Skulltula Tree Room Grass 1,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Tree Room Grass 1,Swamp Skulltula Spirit
Swamp Skulltula Tree Room Grass 2,Swamp Skulltula Tree Room Grass 2,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Tree Room Grass 2,Swamp Skulltula Spirit
Swamp Skulltula Main Room Water,Swamp Skulltula Main Room Water,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Main Room Water,Swamp Skulltula Spirit
Swamp Skulltula Main Room Lower Left Soft Soil,Swamp Skulltula Main Room Lower Left Soft Soil,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Main Room Lower Left Soft Soil,Swamp Skulltula Spirit
Swamp Skulltula Monument Room Crate 1,Swamp Skulltula Monument Room Crate 1,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Monument Room Crate 1,Swamp Skulltula Spirit
Swamp Skulltula Main Room Upper Soft Soil,Swamp Skulltula Main Room Upper Soft Soil,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Main Room Upper Soft Soil,Swamp Skulltula Spirit
Swamp Skulltula Main Room Lower Right Soft Soil,Swamp Skulltula Main Room Lower Right Soft Soil,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Main Room Lower Right Soft Soil,Swamp Skulltula Spirit
Swamp Skulltula Monument Room Lower Wall,Swamp Skulltula Monument Room Lower Wall,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Monument Room Lower Wall,Swamp Skulltula Spirit
Swamp Skulltula Monument Room On Monument,Swamp Skulltula Monument Room On Monument,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Monument Room On Monument,Swamp Skulltula Spirit
Swamp Skulltula Main Room Pillar,Swamp Skulltula Main Room Pillar,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Main Room Pillar,Swamp Skulltula Spirit
Swamp Skulltula Pot Room Pot 1,Swamp Skulltula Pot Room Pot 1,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Pot Room Pot 1,Swamp Skulltula Spirit
Swamp Skulltula Pot Room Pot 2,Swamp Skulltula Pot Room Pot 2,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Pot Room Pot 2,Swamp Skulltula Spirit
Swamp Skulltula Gold Room Hive,Swamp Skulltula Gold Room Hive,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Gold Room Hive,Swamp Skulltula Spirit
Swamp Skulltula Main Room Upper Pillar,Swamp Skulltula Main Room Upper Pillar,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Main Room Upper Pillar,Swamp Skulltula Spirit
Swamp Skulltula Pot Room Behind Vines,Swamp Skulltula Pot Room Behind Vines,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Pot Room Behind Vines,Swamp Skulltula Spirit
Swamp Skulltula Tree Room Tree 1,Swamp Skulltula Tree Room Tree 1,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Tree Room Tree 1,Swamp Skulltula Spirit
Swamp Skulltula Pot Room Wall,Swamp Skulltula Pot Room Wall,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Pot Room Wall,Swamp Skulltula Spirit
Swamp Skulltula Pot Room Hive 1,Swamp Skulltula Pot Room Hive 1,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Pot Room Hive 1,Swamp Skulltula Spirit
Swamp Skulltula Tree Room Tree 2,Swamp Skulltula Tree Room Tree 2,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Tree Room Tree 2,Swamp Skulltula Spirit
Swamp Skulltula Gold Room Wall,Swamp Skulltula Gold Room Wall,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Gold Room Wall,Swamp Skulltula Spirit
Swamp Skulltula Tree Room Hive,Swamp Skulltula Tree Room Hive,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Tree Room Hive,Swamp Skulltula Spirit
Swamp Skulltula Monument Room Crate 2,Swamp Skulltula Monument Room Crate 2,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Monument Room Crate 2,Swamp Skulltula Spirit
Swamp Skulltula Pot Room Hive 2,Swamp Skulltula Pot Room Hive 2,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Pot Room Hive 2,Swamp Skulltula Spirit
Swamp Skulltula Tree Room Tree 3,Swamp Skulltula Tree Room Tree 3,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Tree Room Tree 3,Swamp Skulltula Spirit
Swamp Skulltula Main Room Jar,Swamp Skulltula Main Room Jar,Swamp Skulltula Spirit,Swamp Skull House,Item,Swamp Skulltula Main Room Jar,Swamp Skulltula Spirit
Ocean Skulltula Storage Room Behind Boat,Ocean Skulltula Storage Room Behind Boat,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Storage Room Behind Boat,Ocean Skulltula Spirit
Ocean Skulltula Library Hole Behind Picture,Ocean Skulltula Library Hole Behind Picture,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Library Hole Behind Picture,Ocean Skulltula Spirit
Ocean Skulltula Library Hole Behind Cabinet,Ocean Skulltula Library Hole Behind Cabinet,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Library Hole Behind Cabinet,Ocean Skulltula Spirit
Ocean Skulltula Library On Corner Bookshelf,Ocean Skulltula Library On Corner Bookshelf,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Library On Corner Bookshelf,Ocean Skulltula Spirit
Ocean Skulltula 2nd Room Ceiling Edge,Ocean Skulltula 2nd Room Ceiling Edge,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula 2nd Room Ceiling Edge,Ocean Skulltula Spirit
Ocean Skulltula 2nd Room Ceiling Plank,Ocean Skulltula 2nd Room Ceiling Plank,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula 2nd Room Ceiling Plank,Ocean Skulltula Spirit
Ocean Skulltula Colored Skulls Ceiling Edge,Ocean Skulltula Colored Skulls Ceiling Edge,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Colored Skulls Ceiling Edge,Ocean Skulltula Spirit
Ocean Skulltula Library Ceiling Edge,Ocean Skulltula Library Ceiling Edge,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Library Ceiling Edge,Ocean Skulltula Spirit
Ocean Skulltula Storage Room Ceiling Web,Ocean Skulltula Storage Room Ceiling Web,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Storage Room Ceiling Web,Ocean Skulltula Spirit
Ocean Skulltula Storage Room Behind Crate,Ocean Skulltula Storage Room Behind Crate,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Storage Room Behind Crate,Ocean Skulltula Spirit
Ocean Skulltula 2nd Room Jar,Ocean Skulltula 2nd Room Jar,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula 2nd Room Jar,Ocean Skulltula Spirit
Ocean Skulltula Entrance Right Wall,Ocean Skulltula Entrance Right Wall,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Entrance Right Wall,Ocean Skulltula Spirit
Ocean Skulltula Entrance Left Wall,Ocean Skulltula Entrance Left Wall,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Entrance Left Wall,Ocean Skulltula Spirit
Ocean Skulltula 2nd Room Webbed Hole,Ocean Skulltula 2nd Room Webbed Hole,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula 2nd Room Webbed Hole,Ocean Skulltula Spirit
Ocean Skulltula Entrance Web,Ocean Skulltula Entrance Web,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Entrance Web,Ocean Skulltula Spirit
Ocean Skulltula Colored Skulls Chandelier 1,Ocean Skulltula Colored Skulls Chandelier 1,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Colored Skulls Chandelier 1,Ocean Skulltula Spirit
Ocean Skulltula Colored Skulls Chandelier 2,Ocean Skulltula Colored Skulls Chandelier 2,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Colored Skulls Chandelier 2,Ocean Skulltula Spirit
Ocean Skulltula Colored Skulls Chandelier 3,Ocean Skulltula Colored Skulls Chandelier 3,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Colored Skulls Chandelier 3,Ocean Skulltula Spirit
Ocean Skulltula Colored Skulls Behind Picture,Ocean Skulltula Colored Skulls Behind Picture,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Colored Skulls Behind Picture,Ocean Skulltula Spirit
Ocean Skulltula Library Behind Picture,Ocean Skulltula Library Behind Picture,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Library Behind Picture,Ocean Skulltula Spirit
Ocean Skulltula Library Behind Bookcase 1,Ocean Skulltula Library Behind Bookcase 1,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Library Behind Bookcase 1,Ocean Skulltula Spirit
Ocean Skulltula Storage Room Crate,Ocean Skulltula Storage Room Crate,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Storage Room Crate,Ocean Skulltula Spirit
Ocean Skulltula 2nd Room Webbed Pot,Ocean Skulltula 2nd Room Webbed Pot,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula 2nd Room Webbed Pot,Ocean Skulltula Spirit
Ocean Skulltula 2nd Room Upper Pot,Ocean Skulltula 2nd Room Upper Pot,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula 2nd Room Upper Pot,Ocean Skulltula Spirit
Ocean Skulltula Colored Skulls Pot,Ocean Skulltula Colored Skulls Pot,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Colored Skulls Pot,Ocean Skulltula Spirit
Ocean Skulltula Storage Room Jar,Ocean Skulltula Storage Room Jar,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Storage Room Jar,Ocean Skulltula Spirit
Ocean Skulltula 2nd Room Lower Pot,Ocean Skulltula 2nd Room Lower Pot,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula 2nd Room Lower Pot,Ocean Skulltula Spirit
Ocean Skulltula Library Behind Bookcase 2,Ocean Skulltula Library Behind Bookcase 2,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula Library Behind Bookcase 2,Ocean Skulltula Spirit
Ocean Skulltula 2nd Room Behind Skull 1,Ocean Skulltula 2nd Room Behind Skull 1,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula 2nd Room Behind Skull 1,Ocean Skulltula Spirit
Ocean Skulltula 2nd Room Behind Skull 2,Ocean Skulltula 2nd Room Behind Skull 2,Ocean Skulltula Spirit,Ocean Skull House,Item,Ocean Skulltula 2nd Room Behind Skull 2,Ocean Skulltula Spirit
Clock Town Stray Fairy,Clock Town Stray Fairy,Clock Town Stray Fairy,Laundry Pool,Item,Clock Town Stray Fairy,Clock Town Stray Fairy
Woodfall Pre-Boss Lower Right Bubble,Woodfall Pre-Boss Lower Right Bubble Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Pre-Boss Lower Right Bubble,Woodfall Stray Fairy
Woodfall Entrance Fairy,Woodfall Entrance Fairy Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Entrance Fairy,Woodfall Stray Fairy
Woodfall Pre-Boss Upper Left Bubble,Woodfall Pre-Boss Upper Left Bubble Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Pre-Boss Upper Left Bubble,Woodfall Stray Fairy
Woodfall Pre-Boss Pillar Bubble,Woodfall Pre-Boss Pillar Bubble Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Pre-Boss Pillar Bubble,Woodfall Stray Fairy
Woodfall Deku Baba,Woodfall Deku Baba Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Deku Baba,Woodfall Stray Fairy
Woodfall Poison Water Bubble,Woodfall Poison Water Bubble Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Poison Water Bubble,Woodfall Stray Fairy
Woodfall Main Room Bubble,Woodfall Main Room Bubble Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Main Room Bubble,Woodfall Stray Fairy
Woodfall Skulltula,Woodfall Skulltula Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Skulltula,Woodfall Stray Fairy
Woodfall Pre-Boss Upper Right Bubble,Woodfall Pre-Boss Upper Right Bubble Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Pre-Boss Upper Right Bubble,Woodfall Stray Fairy
Woodfall Main Room Switch,Woodfall Main Room Switch Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Main Room Switch,Woodfall Stray Fairy
Woodfall Entrance Platform,Woodfall Entrance Platform Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Entrance Platform,Woodfall Stray Fairy
Woodfall Dark Room,Woodfall Dark Room Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Dark Room,Woodfall Stray Fairy
Woodfall Jar Fairy,Woodfall Jar Fairy Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Jar Fairy,Woodfall Stray Fairy
Woodfall Bridge Room Hive,Woodfall Bridge Room Hive Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Bridge Room Hive,Woodfall Stray Fairy
Woodfall Platform Room Hive,Woodfall Platform Room Hive Fairy,Woodfall Stray Fairy,Woodfall Temple Fairies,Item,Woodfall Platform Room Hive,Woodfall Stray Fairy
Snowhead Snow Room Bubble,Snowhead Snow Room Bubble Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Snow Room Bubble,Snowhead Stray Fairy
Snowhead Ceiling Bubble,Snowhead Ceiling Bubble Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Ceiling Bubble,Snowhead Stray Fairy
Snowhead Dinolfos 1,Snowhead Dinolfos 1 Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Dinolfos 1,Snowhead Stray Fairy
Snowhead Bridge Room Ledge Bubble,Snowhead Bridge Room Ledge Bubble Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Bridge Room Ledge Bubble,Snowhead Stray Fairy
Snowhead Bridge Room Pillar Bubble,Snowhead Bridge Room Pillar Bubble Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Bridge Room Pillar Bubble,Snowhead Stray Fairy
Snowhead Dinolfos 2,Snowhead Dinolfos 2 Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Dinolfos 2,Snowhead Stray Fairy
Snowhead Map Room Fairy,Snowhead Map Room Fairy Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Map Room Fairy,Snowhead Stray Fairy
Snowhead Map Room Ledge,Snowhead Map Room Ledge Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Map Room Ledge,Snowhead Stray Fairy
Snowhead Basement,Snowhead Basement Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Basement,Snowhead Stray Fairy
Snowhead Twin Block,Snowhead Twin Block Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Twin Block,Snowhead Stray Fairy
Snowhead Icicle Room Wall,Snowhead Icicle Room Wall Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Icicle Room Wall,Snowhead Stray Fairy
Snowhead Main Room Wall,Snowhead Main Room Wall Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Main Room Wall,Snowhead Stray Fairy
Snowhead Pillar Freezards,Snowhead Pillar Freezards Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Pillar Freezards,Snowhead Stray Fairy
Snowhead Ice Puzzle,Snowhead Ice Puzzle Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Ice Puzzle,Snowhead Stray Fairy
Snowhead Crate,Snowhead Crate Fairy,Snowhead Stray Fairy,Snowhead Temple Fairies,Item,Snowhead Crate,Snowhead Stray Fairy
Great Bay Skulltula,Great Bay Skulltula Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Skulltula,Great Bay Stray Fairy
Great Bay Pre-Boss Room Underwater Bubble,Great Bay Pre-Boss Room Underwater Bubble Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Pre-Boss Room Underwater Bubble,Great Bay Stray Fairy
Great Bay Water Control Room Underwater Bubble,Great Bay Water Control Room Underwater Bubble Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Water Control Room Underwater Bubble,Great Bay Stray Fairy
Great Bay Pre-Boss Room Bubble,Great Bay Pre-Boss Room Bubble Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Pre-Boss Room Bubble,Great Bay Stray Fairy
Great Bay Waterwheel Room Upper,Great Bay Waterwheel Room Upper Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Waterwheel Room Upper,Great Bay Stray Fairy
Great Bay Green Valve,Great Bay Green Valve Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Green Valve,Great Bay Stray Fairy
Great Bay Seesaw Room,Great Bay Seesaw Room Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Seesaw Room,Great Bay Stray Fairy
Great Bay Waterwheel Room Lower,Great Bay Waterwheel Room Lower Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Waterwheel Room Lower,Great Bay Stray Fairy
Great Bay Entrance Torches,Great Bay Entrance Torches Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Entrance Torches,Great Bay Stray Fairy
Great Bay Bio Babas,Great Bay Bio Babas Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Bio Babas,Great Bay Stray Fairy
Great Bay Underwater Barrel,Great Bay Underwater Barrel Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Underwater Barrel,Great Bay Stray Fairy
Great Bay Whirlpool Jar,Great Bay Whirlpool Jar Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Whirlpool Jar,Great Bay Stray Fairy
Great Bay Whirlpool Barrel,Great Bay Whirlpool Barrel Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Whirlpool Barrel,Great Bay Stray Fairy
Great Bay Dexihands Jar,Great Bay Dexihands Jar Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Dexihands Jar,Great Bay Stray Fairy
Great Bay Ledge Jar,Great Bay Ledge Jar Fairy,Great Bay Stray Fairy,Great Bay Temple Fairies,Item,Great Bay Ledge Jar,Great Bay Stray Fairy
Stone Tower Mirror Sun Block,Stone Tower Mirror Sun Block Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Mirror Sun Block,Stone Tower Stray Fairy
Stone Tower Eyegore,Stone Tower Eyegore Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Eyegore,Stone Tower Stray Fairy
Stone Tower Lava Room Fire Ring,Stone Tower Lava Room Fire Ring Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Lava Room Fire Ring,Stone Tower Stray Fairy
Stone Tower Updraft Fire Ring,Stone Tower Updraft Fire Ring Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Updraft Fire Ring,Stone Tower Stray Fairy
Stone Tower Mirror Sun Switch,Stone Tower Mirror Sun Switch Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Mirror Sun Switch,Stone Tower Stray Fairy
Stone Tower Boss Warp,Stone Tower Boss Warp Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Boss Warp,Stone Tower Stray Fairy
Stone Tower Wizzrobe,Stone Tower Wizzrobe Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Wizzrobe,Stone Tower Stray Fairy
Stone Tower Death Armos,Stone Tower Death Armos Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Death Armos,Stone Tower Stray Fairy
Stone Tower Updraft Frozen Eye,Stone Tower Updraft Frozen Eye Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Updraft Frozen Eye,Stone Tower Stray Fairy
Stone Tower Thin Bridge,Stone Tower Thin Bridge Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Thin Bridge,Stone Tower Stray Fairy
Stone Tower Basement Ledge,Stone Tower Basement Ledge Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Basement Ledge,Stone Tower Stray Fairy
Stone Tower Statue Eye,Stone Tower Statue Eye Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Statue Eye,Stone Tower Stray Fairy
Stone Tower Underwater,Stone Tower Underwater Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Underwater,Stone Tower Stray Fairy
Stone Tower Bridge Crystal,Stone Tower Bridge Crystal Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Bridge Crystal,Stone Tower Stray Fairy
Stone Tower Lava Room Ledge,Stone Tower Lava Room Ledge Fairy,Stone Tower Stray Fairy,Stone Tower Temple Fairies,Item,Stone Tower Lava Room Ledge,Stone Tower Stray Fairy
Lottery 50r,Lottery,Purple Rupee,West Clock Town,Item,Lottery,Purple Rupee
Bank 5r,Bank Reward #2,Blue Rupee,West Clock Town,Item,Bank Reward #2,Blue Rupee
