DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem
CastleLowerRightTower:DHC,Castle Lower Right Tower,Small Key` D H C_ S E T`,Overworld,Item,CastleLowerRightTower,SmallKey`DHC_SET`
CastleBigBlock:DHC,Castle Big Block,Big Key` D H C_ S E T`,Overworld,Item,CastleBigBlock,BigKey`DHC_SET`
MinishBottomLeftFusion,Minish Bottom Left Fusion,,Overworld,Item,MinishBottomLeftFusion,
MinishMiddleRightFusion,Minish Middle Right Fusion,,Minish Woods,Item,MinishMiddleRightFusion,
MinishMiddleFusion,Minish Middle Fusion,,Minish Woods,Item,MinishMiddleFusion,
MinishMiddleLeftFusion,Minish Middle Left Fusion,,Minish Woods,Item,MinishMiddleLeftFusion,
MinishTopLeftFusion,Minish Top Left Fusion,,Overworld,Item,MinishTopLeftFusion,
MinishMinishPathFusion,Minish Minish Path Fusion,,Minish Woods,Item,MinishMinishPathFusion,
MinishCrackChest,Minish Crack Chest,,Minish Woods,Item,MinishCrackChest,
HyliaMinishPathFusion,Hylia Minish Path Fusion,,Hylia South,Item,HyliaMinishPathFusion,
SchoolMinishPathFusion,School Minish Path Fusion,,Overworld,Item,SchoolMinishPathFusion,
TownWaterfallChest,Town Waterfall Chest,,Overworld,Item,TownWaterfallChest,
TingleTreeTopLeft,Tingle Tree Top Left,,Overworld,Item,TingleTreeTopLeft,
TingleTreeTopRight,Tingle Tree Top Right,,Overworld,Item,TingleTreeTopRight,
TingleTreeBottomLeft,Tingle Tree Bottom Left,,Overworld,Item,TingleTreeBottomLeft,
TingleTreeBottomRight,Tingle Tree Bottom Right,,Overworld,Item,TingleTreeBottomRight,
CastleGardenRightMinishHole,Castle Garden Right Minish Hole,,Overworld,Item,CastleGardenRightMinishHole,
CastleGardenLeftMinishHole,Castle Garden Left Minish Hole,,Overworld,Item,CastleGardenLeftMinishHole,
LinkHouseFusion,Link House Fusion,,Overworld,Item,LinkHouseFusion,
LonLonFallsFusion,Lon Lon Falls Fusion,,Falls South,Item,LonLonFallsFusion,
LonLonMinishPathFusion,Lon Lon Minish Path Fusion,,Hylia North,Item,LonLonMinishPathFusion,
GoronSmallChest,Goron Small Chest,,Overworld,Item,GoronSmallChest,
TrilbyTopFusion,Trilby Top Fusion,,West Field,Item,TrilbyTopFusion,
TrilbyMiddleFusion,Trilby Middle Fusion,,West Field,Item,TrilbyMiddleFusion,
TrilbyWaterCave,Trilby Water Cave,,West Field,Item,TrilbyWaterCave,
WesternWoodChest,Western Wood Chest,,Overworld,Item,WesternWoodChest,
WesternWoodTopDig1,Western Wood Top Dig1,,Overworld,Item,WesternWoodTopDig1,
WesternWoodTopDig2,Western Wood Top Dig2,,Overworld,Item,WesternWoodTopDig2,
WesternWoodTopDig3,Western Wood Top Dig3,,Overworld,Item,WesternWoodTopDig3,
WesternWoodTopDig4,Western Wood Top Dig4,,Overworld,Item,WesternWoodTopDig4,
WesternWoodTopDig5,Western Wood Top Dig5,,Overworld,Item,WesternWoodTopDig5,
WesternWoodTopDig6,Western Wood Top Dig6,,Overworld,Item,WesternWoodTopDig6,
WesternWoodBottomDig1,Western Wood Bottom Dig1,,Overworld,Item,WesternWoodBottomDig1,
WesternWoodBottomDig2,Western Wood Bottom Dig2,,Overworld,Item,WesternWoodBottomDig2,
PercyHouseMoblin,Percy House Moblin,,Overworld,Item,PercyHouseMoblin,
PercyHouseReward,Percy House Reward,,Overworld,Item,PercyHouseReward,
HyliaWaterDigCave,Hylia Water Dig Cave,,Hylia South,Item,HyliaWaterDigCave,
CrenelGreenWaterFusion,Crenel Green Water Fusion,,West Field,Item,CrenelGreenWaterFusion,
CrenelClimbFusion,Crenel Climb Fusion,,Crenel,Item,CrenelClimbFusion,
CrenelRainPath,Crenel Rain Path,,Crenel,Item,CrenelRainPath,
CrenelLowerLeftFusion,Crenel Lower Left Fusion,,West Field,Item,CrenelLowerLeftFusion,
PreMelariFusion,Pre Melari Fusion,,Overworld,Item,PreMelariFusion,
WildsTopRightCrack,Wilds Top Right Crack,,Wilds,Item,WildsTopRightCrack,
WildsTopLeftCrack,Wilds Top Left Crack,,Wilds,Item,WildsTopLeftCrack,
WildsMiddleLeftCrack,Wilds Middle Left Crack,,Wilds,Item,WildsMiddleLeftCrack,
WildsLongJourneyCrack,Wilds Long Journey Crack,,Wilds,Item,WildsLongJourneyCrack,
WildsMinishWaterCaveChest,Wilds Minish Water Cave Chest,,Wilds,Item,WildsMinishWaterCaveChest,
RuinsPillarsFusion,Ruins Pillars Fusion,,Fortress,Item,RuinsPillarsFusion,
RuinsCrackFusion,Ruins Crack Fusion,,Fortress,Item,RuinsCrackFusion,
PreValleyFusion,Pre Valley Fusion,,Overworld,Item,PreValleyFusion,
RoyalValleyLeftFusion,Royal Valley Left Fusion,,Valley,Item,RoyalValleyLeftFusion,
RoyalValleyRightFusion,Royal Valley Right Fusion,,Valley,Item,RoyalValleyRightFusion,
GinaGrave,Gina Grave,,Valley,Item,GinaGrave,
FallsNearCrestFusion,Falls Near Crest Fusion,,Falls North,Item,FallsNearCrestFusion,
FallsWaterCaveEnd,Falls Water Cave End,,Overworld,Item,FallsWaterCaveEnd,
RuinsBombBag,Ruins Bomb Bag,,Fortress,Item,RuinsBombBag,
LonLonWallet,Lon Lon Wallet,,Hylia North,Item,LonLonWallet,
LonLonBottle3,Lon Lon Bottle3,Bottle,Overworld,Item,LonLonBottle3,Bottle3
GoronBottle4,Goron Bottle4,Bottle,Overworld,Item,GoronBottle4,Bottle4
TingleBoomerang,Tingle Boomerang,Boomerang,Overworld,Item,TingleBoomerang,Boomerang
RuinsBeanStalk,Ruins Bean Stalk,,Fortress,Item,RuinsBeanStalk,
BelariRemote,Belari Remote,,Overworld,Item,BelariRemote,
RuinsArrowButterfly,Ruins Arrow Butterfly,,Fortress,Item,RuinsArrowButterfly,
WildsDigButterfly,Wilds Dig Butterfly,,Wilds,Item,WildsDigButterfly,
ValleySwimButterfly,Valley Swim Butterfly,,Valley,Item,ValleySwimButterfly,
CrenelBeanstalkHP,Crenel Beanstalk H P,,Crenel,Item,CrenelBeanstalkHP,
HyliaBeanstalkHP,Hylia Beanstalk H P,,Treasure Cave,Item,HyliaBeanstalkHP,
HyliaBeanstalkLeft,Hylia Beanstalk Left,,Treasure Cave,Item,HyliaBeanstalkLeft,
HyliaBeanstalkRight,Hylia Beanstalk Right,,Treasure Cave,Item,HyliaBeanstalkRight,
HillsBeanstalkHP,Hills Beanstalk H P,,Overworld,Item,HillsBeanstalkHP,
HillsBeanstalkRight,Hills Beanstalk Right,,Overworld,Item,HillsBeanstalkRight,
HillsBeanstalkLeft,Hills Beanstalk Left,,Overworld,Item,HillsBeanstalkLeft,
WesternBeanstalk,Western Beanstalk,,Overworld,Item,WesternBeanstalk,
WesternTreeHouseHP,Western Tree House H P,,Overworld,Item,WesternTreeHouseHP,
LinkHouseTreeHP,Link House Tree H P,,Overworld,Item,LinkHouseTreeHP,
FallsWaterDigCaveHP,Falls Water Dig Cave H P,,Overworld,Item,FallsWaterDigCaveHP,
FallsWaterfallHP,Falls Waterfall H P,,Falls North,Item,FallsWaterfallHP,
WildsMinishWaterCaveHP,Wilds Minish Water Cave H P,,Wilds,Item,WildsMinishWaterCaveHP,
CastleGardenDrainedFountainHP,Castle Garden Drained Fountain H P,,Overworld,Item,CastleGardenDrainedFountainHP,
LibrariCabinContainer,Librari Cabin Container,,Overworld,Item,LibrariCabinContainer,
ScarbladeScroll,Scarblade Scroll,Fast Spin,Wilds,Item,ScarbladeScroll,FastSpin
SplitbladeScroll,Splitblade Scroll,Fast Split,Falls South,Item,SplitbladeScroll,FastSplit
GreatbladeScroll,Greatblade Scroll,Long Spin,Overworld,Item,GreatbladeScroll,LongSpin
HearthPot,Hearth Pot,,Overworld,Item,HearthPot,
DropletsIceMazePot:Droplets,Droplets Ice Maze Pot,,Droplets,Item,DropletsIceMazePot,
FoWRightSideTopPot:Fortress,Fo W Right Side Top Pot,,Fortress,Item,FoWRightSideTopPot,
FoWRightSideBottomPot:Fortress,Fo W Right Side Bottom Pot,,Fortress,Item,FoWRightSideBottomPot,
LonLonBuriedTreasure,Lon Lon Buried Treasure,,Overworld,Item,LonLonBuriedTreasure,
NorthHyruleFieldBuriedTreasure,North Hyrule Field Buried Treasure,,Overworld,Item,NorthHyruleFieldBuriedTreasure,
TopLeftCloudWall,Top Left Cloud Wall,,Clouds,Item,TopLeftCloudWall,
TopRightCloudWall,Top Right Cloud Wall,,Clouds,Item,TopRightCloudWall,
BottomMiddleCloudWall,Bottom Middle Cloud Wall,,Clouds,Item,BottomMiddleCloudWall,
BottomRightmostTopCloudWall,Bottom Rightmost Top Cloud Wall,,Clouds,Item,BottomRightmostTopCloudWall,
BottomLeftCloudWall,Bottom Left Cloud Wall,,Clouds,Item,BottomLeftCloudWall,
BottomRightCloudWall,Bottom Right Cloud Wall,,Clouds,Item,BottomRightCloudWall,
BottomRightmostBottomCloudWall,Bottom Rightmost Bottom Cloud Wall,,Clouds,Item,BottomRightmostBottomCloudWall,
FallsBuriedTopTreasure,Falls Buried Top Treasure,,Falls North,Item,FallsBuriedTopTreasure,
FallsBuriedBottomTreasure,Falls Buried Bottom Treasure,,Falls North,Item,FallsBuriedBottomTreasure,
MelariMining1,Melari Mining1,,Overworld,Item,MelariMining1,
MelariMining2,Melari Mining2,,Overworld,Item,MelariMining2,
MelariMining3,Melari Mining3,,Overworld,Item,MelariMining3,
MelariMining4,Melari Mining4,,Overworld,Item,MelariMining4,
MelariMining5,Melari Mining5,,Overworld,Item,MelariMining5,
MelariMining6,Melari Mining6,,Overworld,Item,MelariMining6,
MelariMining7,Melari Mining7,,Overworld,Item,MelariMining7,
MelariMining8,Melari Mining8,,Overworld,Item,MelariMining8,
WildsSunkenKinstoneTop,Wilds Sunken Kinstone Top,,Wilds,Item,WildsSunkenKinstoneTop,
WildsSunkenKinstoneMiddle,Wilds Sunken Kinstone Middle,,Wilds,Item,WildsSunkenKinstoneMiddle,
WildsSunkenKinstoneBottom,Wilds Sunken Kinstone Bottom,,Wilds,Item,WildsSunkenKinstoneBottom,
CrenelFairyCaveRupee1,Crenel Fairy Cave Rupee1,,West Field,Item,CrenelFairyCaveRupee1,
CrenelFairyCaveRupee2,Crenel Fairy Cave Rupee2,,West Field,Item,CrenelFairyCaveRupee2,
CrenelFairyCaveRupee3,Crenel Fairy Cave Rupee3,,West Field,Item,CrenelFairyCaveRupee3,
CrenelOutsideRupee,Crenel Outside Rupee,,West Field,Item,CrenelOutsideRupee,
FallsLowerRupee1,Falls Lower Rupee1,,Falls South,Item,FallsLowerRupee1,
FallsLowerRupee2,Falls Lower Rupee2,,Falls South,Item,FallsLowerRupee2,
FallsLowerRupee3,Falls Lower Rupee3,,Falls South,Item,FallsLowerRupee3,
FallsUpperCaveRupee1,Falls Upper Cave Rupee1,,Falls North,Item,FallsUpperCaveRupee1,
FallsUpperCaveRupee2,Falls Upper Cave Rupee2,,Falls North,Item,FallsUpperCaveRupee2,
FallsUpperCaveRupee3,Falls Upper Cave Rupee3,,Falls North,Item,FallsUpperCaveRupee3,
FallsUpperCaveRupee4,Falls Upper Cave Rupee4,,Falls North,Item,FallsUpperCaveRupee4,
FallsUpperCaveRupee5,Falls Upper Cave Rupee5,,Falls North,Item,FallsUpperCaveRupee5,
FallsUpperCaveRupee6,Falls Upper Cave Rupee6,,Falls North,Item,FallsUpperCaveRupee6,
FallsUpperCaveRupee7,Falls Upper Cave Rupee7,,Falls North,Item,FallsUpperCaveRupee7,
FallsUpperCaveRupee8,Falls Upper Cave Rupee8,,Falls North,Item,FallsUpperCaveRupee8,
FallsUpperCaveRupee9,Falls Upper Cave Rupee9,,Falls North,Item,FallsUpperCaveRupee9,
FallsUpperCaveWaterRupee1,Falls Upper Cave Water Rupee1,,Falls North,Item,FallsUpperCaveWaterRupee1,
FallsUpperCaveWaterRupee2,Falls Upper Cave Water Rupee2,,Falls North,Item,FallsUpperCaveWaterRupee2,
FallsUpperCaveWaterRupee3,Falls Upper Cave Water Rupee3,,Falls North,Item,FallsUpperCaveWaterRupee3,
FallsUpperCaveWaterRupee4,Falls Upper Cave Water Rupee4,,Falls North,Item,FallsUpperCaveWaterRupee4,
FallsUpperCaveWaterRupee5,Falls Upper Cave Water Rupee5,,Falls North,Item,FallsUpperCaveWaterRupee5,
FallsUpperCaveWaterRupee6,Falls Upper Cave Water Rupee6,,Falls North,Item,FallsUpperCaveWaterRupee6,
FortressBigRupee:Fortress,Fortress Big Rupee,,Fortress,Item,FortressBigRupee,
FortressF1Rupee1:Fortress,Fortress F1 Rupee1,,Fortress,Item,FortressF1Rupee1,
FortressF1Rupee2:Fortress,Fortress F1 Rupee2,,Fortress,Item,FortressF1Rupee2,
FortressF1Rupee3:Fortress,Fortress F1 Rupee3,,Fortress,Item,FortressF1Rupee3,
FortressF1Rupee4:Fortress,Fortress F1 Rupee4,,Fortress,Item,FortressF1Rupee4,
FortressF1Rupee5:Fortress,Fortress F1 Rupee5,,Fortress,Item,FortressF1Rupee5,
FortressF1Rupee6:Fortress,Fortress F1 Rupee6,,Fortress,Item,FortressF1Rupee6,
FortressF1Rupee7:Fortress,Fortress F1 Rupee7,,Fortress,Item,FortressF1Rupee7,
DropletsUpperWaterRupee1:Droplets,Droplets Upper Water Rupee1,,Droplets,Item,DropletsUpperWaterRupee1,
DropletsUpperWaterRupee2:Droplets,Droplets Upper Water Rupee2,,Droplets,Item,DropletsUpperWaterRupee2,
DropletsUpperWaterRupee3:Droplets,Droplets Upper Water Rupee3,,Droplets,Item,DropletsUpperWaterRupee3,
DropletsUpperWaterRupee4:Droplets,Droplets Upper Water Rupee4,,Droplets,Item,DropletsUpperWaterRupee4,
DropletsUpperWaterRupee5:Droplets,Droplets Upper Water Rupee5,,Droplets,Item,DropletsUpperWaterRupee5,
DropletsUpperWaterRupee6:Droplets,Droplets Upper Water Rupee6,,Droplets,Item,DropletsUpperWaterRupee6,
DropletsLowerWaterRupee1:Droplets,Droplets Lower Water Rupee1,,Droplets,Item,DropletsLowerWaterRupee1,
DropletsLowerWaterRupee2:Droplets,Droplets Lower Water Rupee2,,Droplets,Item,DropletsLowerWaterRupee2,
DropletsLowerWaterRupee3:Droplets,Droplets Lower Water Rupee3,,Droplets,Item,DropletsLowerWaterRupee3,
DropletsLowerWaterRupee4:Droplets,Droplets Lower Water Rupee4,,Droplets,Item,DropletsLowerWaterRupee4,
DropletsLowerWaterRupee5:Droplets,Droplets Lower Water Rupee5,,Droplets,Item,DropletsLowerWaterRupee5,
DropletsLowerWaterRupee6:Droplets,Droplets Lower Water Rupee6,,Droplets,Item,DropletsLowerWaterRupee6,
DropletsLeftPathRupee1:Droplets,Droplets Left Path Rupee1,,Droplets,Item,DropletsLeftPathRupee1,
DropletsLeftPathRupee2:Droplets,Droplets Left Path Rupee2,,Droplets,Item,DropletsLeftPathRupee2,
DropletsLeftPathRupee3:Droplets,Droplets Left Path Rupee3,,Droplets,Item,DropletsLeftPathRupee3,
DropletsLeftPathRupee4:Droplets,Droplets Left Path Rupee4,,Droplets,Item,DropletsLeftPathRupee4,
DropletsLeftPathRupee5:Droplets,Droplets Left Path Rupee5,,Droplets,Item,DropletsLeftPathRupee5,
DropletsRightPathRupee1:Droplets,Droplets Right Path Rupee1,,Droplets,Item,DropletsRightPathRupee1,
DropletsRightPathRupee2:Droplets,Droplets Right Path Rupee2,,Droplets,Item,DropletsRightPathRupee2,
DropletsRightPathRupee3:Droplets,Droplets Right Path Rupee3,,Droplets,Item,DropletsRightPathRupee3,
DropletsRightPathRupee4:Droplets,Droplets Right Path Rupee4,,Droplets,Item,DropletsRightPathRupee4,
DropletsRightPathRupee5:Droplets,Droplets Right Path Rupee5,,Droplets,Item,DropletsRightPathRupee5,
CoFRupee1:FlameCave,Co F Rupee1,,Co F,Item,CoFRupee1,
CoFRupee2:FlameCave,Co F Rupee2,,Co F,Item,CoFRupee2,
CoFRupee3:FlameCave,Co F Rupee3,,Co F,Item,CoFRupee3,
CoFRupee4:FlameCave,Co F Rupee4,,Co F,Item,CoFRupee4,
CoFRupee5:FlameCave,Co F Rupee5,,Co F,Item,CoFRupee5,
PalaceRupee1:Palace,Palace Rupee1,,Palace,Item,PalaceRupee1,
PalaceRupee2:Palace,Palace Rupee2,,Palace,Item,PalaceRupee2,
PalaceRupee3:Palace,Palace Rupee3,,Palace,Item,PalaceRupee3,
PalaceRupee4:Palace,Palace Rupee4,,Palace,Item,PalaceRupee4,
PalaceRupee5:Palace,Palace Rupee5,,Palace,Item,PalaceRupee5,
FlipsCaveWaterfallRupee,Flips Cave Waterfall Rupee,,Overworld,Item,FlipsCaveWaterfallRupee,
FarmCaveRupee,Farm Cave Rupee,,East Field,Item,FarmCaveRupee,
CrenelBeanstalkRupee1,Crenel Beanstalk Rupee1,,Crenel,Item,CrenelBeanstalkRupee1,
CrenelBeanstalkRupee2,Crenel Beanstalk Rupee2,,Crenel,Item,CrenelBeanstalkRupee2,
CrenelBeanstalkRupee3,Crenel Beanstalk Rupee3,,Crenel,Item,CrenelBeanstalkRupee3,
CrenelBeanstalkRupee4,Crenel Beanstalk Rupee4,,Crenel,Item,CrenelBeanstalkRupee4,
CrenelBeanstalkRupee5,Crenel Beanstalk Rupee5,,Crenel,Item,CrenelBeanstalkRupee5,
CrenelBeanstalkRupee6,Crenel Beanstalk Rupee6,,Crenel,Item,CrenelBeanstalkRupee6,
CrenelBeanstalkRupee7,Crenel Beanstalk Rupee7,,Crenel,Item,CrenelBeanstalkRupee7,
CrenelBeanstalkRupee8,Crenel Beanstalk Rupee8,,Crenel,Item,CrenelBeanstalkRupee8,
WesternWoodBeanstalkRupee1,Western Wood Beanstalk Rupee1,,Overworld,Item,WesternWoodBeanstalkRupee1,
WesternWoodBeanstalkRupee2,Western Wood Beanstalk Rupee2,,Overworld,Item,WesternWoodBeanstalkRupee2,
WesternWoodBeanstalkRupee3,Western Wood Beanstalk Rupee3,,Overworld,Item,WesternWoodBeanstalkRupee3,
WesternWoodBeanstalkRupee4,Western Wood Beanstalk Rupee4,,Overworld,Item,WesternWoodBeanstalkRupee4,
WesternWoodBeanstalkRupee5,Western Wood Beanstalk Rupee5,,Overworld,Item,WesternWoodBeanstalkRupee5,
WesternWoodBeanstalkRupee6,Western Wood Beanstalk Rupee6,,Overworld,Item,WesternWoodBeanstalkRupee6,
WesternWoodBeanstalkRupee7,Western Wood Beanstalk Rupee7,,Overworld,Item,WesternWoodBeanstalkRupee7,
WesternWoodBeanstalkRupee8,Western Wood Beanstalk Rupee8,,Overworld,Item,WesternWoodBeanstalkRupee8,
WesternWoodBeanstalkRupee9,Western Wood Beanstalk Rupee9,,Overworld,Item,WesternWoodBeanstalkRupee9,
WesternWoodBeanstalkRupee10,Western Wood Beanstalk Rupee10,,Overworld,Item,WesternWoodBeanstalkRupee10,
WesternWoodBeanstalkRupee11,Western Wood Beanstalk Rupee11,,Overworld,Item,WesternWoodBeanstalkRupee11,
WesternWoodBeanstalkRupee12,Western Wood Beanstalk Rupee12,,Overworld,Item,WesternWoodBeanstalkRupee12,
WesternWoodBeanstalkRupee13,Western Wood Beanstalk Rupee13,,Overworld,Item,WesternWoodBeanstalkRupee13,
WesternWoodBeanstalkRupee14,Western Wood Beanstalk Rupee14,,Overworld,Item,WesternWoodBeanstalkRupee14,
WesternWoodBeanstalkRupee15,Western Wood Beanstalk Rupee15,,Overworld,Item,WesternWoodBeanstalkRupee15,
WesternWoodBeanstalkRupee16,Western Wood Beanstalk Rupee16,,Overworld,Item,WesternWoodBeanstalkRupee16,
LinkHousePuddleCaveRupee1,Link House Puddle Cave Rupee1,,Overworld,Item,LinkHousePuddleCaveRupee1,
LinkHousePuddleCaveRupee2,Link House Puddle Cave Rupee2,,Overworld,Item,LinkHousePuddleCaveRupee2,
LinkHousePuddleCaveRupee3,Link House Puddle Cave Rupee3,,Overworld,Item,LinkHousePuddleCaveRupee3,
LinkHousePuddleCaveRupee4,Link House Puddle Cave Rupee4,,Overworld,Item,LinkHousePuddleCaveRupee4,
LinkHousePuddleCaveRupee5,Link House Puddle Cave Rupee5,,Overworld,Item,LinkHousePuddleCaveRupee5,
LinkHousePuddleCaveRupee6,Link House Puddle Cave Rupee6,,Overworld,Item,LinkHousePuddleCaveRupee6,
LinkHousePuddleCaveRupee7,Link House Puddle Cave Rupee7,,Overworld,Item,LinkHousePuddleCaveRupee7,
LinkHousePuddleCaveRupee8,Link House Puddle Cave Rupee8,,Overworld,Item,LinkHousePuddleCaveRupee8,
LinkHousePuddleCaveRupee9,Link House Puddle Cave Rupee9,,Overworld,Item,LinkHousePuddleCaveRupee9,
LinkHousePuddleCaveRupee10,Link House Puddle Cave Rupee10,,Overworld,Item,LinkHousePuddleCaveRupee10,
LinkHousePuddleCaveRupee11,Link House Puddle Cave Rupee11,,Overworld,Item,LinkHousePuddleCaveRupee11,
LinkHousePuddleCaveRupee12,Link House Puddle Cave Rupee12,,Overworld,Item,LinkHousePuddleCaveRupee12,
LinkHousePuddleCaveRupee13,Link House Puddle Cave Rupee13,,Overworld,Item,LinkHousePuddleCaveRupee13,
LinkHousePuddleCaveRupee14,Link House Puddle Cave Rupee14,,Overworld,Item,LinkHousePuddleCaveRupee14,
LinkHousePuddleCaveRupee15,Link House Puddle Cave Rupee15,,Overworld,Item,LinkHousePuddleCaveRupee15,
TrilbyPuddleCaveRupee1,Trilby Puddle Cave Rupee1,,Overworld,Item,TrilbyPuddleCaveRupee1,
TrilbyPuddleCaveRupee2,Trilby Puddle Cave Rupee2,,Overworld,Item,TrilbyPuddleCaveRupee2,
TrilbyPuddleCaveRupee3,Trilby Puddle Cave Rupee3,,Overworld,Item,TrilbyPuddleCaveRupee3,
TrilbyPuddleCaveRupee4,Trilby Puddle Cave Rupee4,,Overworld,Item,TrilbyPuddleCaveRupee4,
TrilbyPuddleCaveRupee5,Trilby Puddle Cave Rupee5,,Overworld,Item,TrilbyPuddleCaveRupee5,
TrilbyPuddleCaveRupee6,Trilby Puddle Cave Rupee6,,Overworld,Item,TrilbyPuddleCaveRupee6,
TrilbyPuddleCaveRupee7,Trilby Puddle Cave Rupee7,,Overworld,Item,TrilbyPuddleCaveRupee7,
TrilbyPuddleCaveRupee8,Trilby Puddle Cave Rupee8,,Overworld,Item,TrilbyPuddleCaveRupee8,
TrilbyPuddleCaveRupee9,Trilby Puddle Cave Rupee9,,Overworld,Item,TrilbyPuddleCaveRupee9,
TrilbyPuddleCaveRupee10,Trilby Puddle Cave Rupee10,,Overworld,Item,TrilbyPuddleCaveRupee10,
TrilbyPuddleCaveRupee11,Trilby Puddle Cave Rupee11,,Overworld,Item,TrilbyPuddleCaveRupee11,
TrilbyPuddleCaveRupee12,Trilby Puddle Cave Rupee12,,Overworld,Item,TrilbyPuddleCaveRupee12,
TrilbyPuddleCaveRupee13,Trilby Puddle Cave Rupee13,,Overworld,Item,TrilbyPuddleCaveRupee13,
TrilbyPuddleCaveRupee14,Trilby Puddle Cave Rupee14,,Overworld,Item,TrilbyPuddleCaveRupee14,
TrilbyPuddleCaveRupee15,Trilby Puddle Cave Rupee15,,Overworld,Item,TrilbyPuddleCaveRupee15,
SettingOtherWeaponsDamage,Damaging items other than sword seen as weapons,,%Settings%,SettingOtherWeaponsDamage,,
SettingOtherWeaponsDamageTrue,,TRUE,%Settings%,SettingOtherWeaponsDamage,,
SettingOtherWeaponsDamageFalse,,FALSE,%Settings%,SettingOtherWeaponsDamage,,
SettingFigurineHunt,Shuffle figurines into item pool,,%Settings%,SettingFigurineHunt,,
SettingFigurineHuntTrue,,TRUE,%Settings%,SettingFigurineHunt,,
SettingFigurineHuntFalse,,FALSE,%Settings%,SettingFigurineHunt,,
SettingFusion,Fusion Settings,,%Settings%,SettingFusion,,
SettingFusionNo,,No normal fusions,%Settings%,SettingFusion,,
SettingFusionOpen,,Open fusion mode,%Settings%,SettingFusion,,
SettingFusionVanilla,,Vanilla Fusions,%Settings%,SettingFusion,,
SettingDarkHuryleCastle,Dark Hyrule Castle Settings,,%Settings%,SettingDarkHuryleCastle,,
SettingDarkHuryleCastlePORD,,Ped Open/Regular DHC,%Settings%,SettingDarkHuryleCastle,,
SettingDarkHuryleCastlePFND,,Ped Finish/No DHC,%Settings%,SettingDarkHuryleCastle,,
SettingDarkHuryleCastleOD,,Open DHC,%Settings%,SettingDarkHuryleCastle,,
SettingDarkHuryleCastleODPI,,Open DHC + Ped Items,%Settings%,SettingDarkHuryleCastle,,
