DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem
Ikana Scrub HP,Ikana Canyon Ledge,Piece of Heart,Ikana Canyon,Item,Ikana Canyon Ledge,Piece of Heart
Ikana Castle HP,Ikana Castle Pillar,Piece of Heart,Ikana Castle,Item,Ikana Castle Pillar,Piece of Heart
Odolwa Heart Container,Odolwa Heart Container,Heart Container,Woodfall Temple,Item,Odolwa Heart Container,Heart Container
Goht Heart Container,Goht Heart Container,Heart Container,Snowhead Temple,Item,Goht Heart Container,Heart Container
Gyorg Heart Container,Gyorg Heart Container,Heart Container,Great Bay Temple,Item,Gyorg Heart Container,Heart Container
Twinmold Heart Container,Twinmold Heart Container,Heart Container,Stone Tower Temple,Item,Twinmold Heart Container,Heart Container
Map: Clock Town,Clock Town Map Purchase,Map: Clock Town,North Clock Town,Item,Clock Town Map Purchase,Map: Clock Town
Map: Woodfall,Woodfall Map Purchase,Map: Woodfall,Road to Southern Swamp,Item,Woodfall Map Purchase,Map: Woodfall
Map: Snowhead,Snowhead Map Purchase,Map: Snowhead,Road to Southern Swamp,Item,Snowhead Map Purchase,Map: Snowhead
Map: Romani Ranch,Romani Ranch Map Purchase,Map: Romani Ranch,Milk Road,Item,Romani Ranch Map Purchase,Map: Romani Ranch
Map: Great Bay,Great Bay Map Purchase,Map: Great Bay,Milk Road,Item,Great Bay Map Purchase,Map: Great Bay
Map: Stone Tower,Stone Tower Map Purchase,Map: Stone Tower,Great Bay Coast,Item,Stone Tower Map Purchase,Map: Stone Tower
Goron Racetrack Grotto,Goron Racetrack Grotto,Bombchu,Twin Islands,Item,Goron Racetrack Grotto,Bombchu
Ikana Scrub 200r,Canyon Scrub Trade,Gold Rupee,Ikana Canyon,Item,Canyon Scrub Trade,Gold Rupee
Deku Trial HP,Deku Trial Bonus,Piece of Heart,The Moon,Item,Deku Trial Bonus,Piece of Heart
Goron Trial HP,Goron Trial Bonus,Piece of Heart,The Moon,Item,Goron Trial Bonus,Piece of Heart
Zora Trial HP,Zora Trial Bonus,Piece of Heart,The Moon,Item,Zora Trial Bonus,Piece of Heart
Link Trial HP,Link Trial Bonus,Piece of Heart,The Moon,Item,Link Trial Bonus,Piece of Heart
Fierce Deity's Mask,Majora Child,Fierce Deity's Mask,The Moon,Item,Majora Child,Fierce Deity's Mask
Link Trial 30 Arrows,Link Trial Garo Master Chest,30 Arrows,The Moon,Item,Link Trial Garo Master Chest,30 Arrows
Link Trial 10 Bombchu,Link Trial Iron Knuckle Chest,10 Bombchu,The Moon,Item,Link Trial Iron Knuckle Chest,10 Bombchu
Pre-Clocktown 10 Deku Nuts,Pre-Clocktown Chest,10 Deku Nuts,Beneath Clocktown,Item,Pre-Clocktown Chest,10 Deku Nuts
Starting Sword,Starting Sword,Kokiri Sword,Misc,Item,Starting Sword,Kokiri Sword
Starting Shield,Starting Shield,Hero's Shield,Misc,Item,Starting Shield,Hero's Shield
Starting Heart 1,Starting Heart Container #1,Heart Container,Misc,Item,Starting Heart Container #1,Heart Container
Starting Heart 2,Starting Heart Container #2,Heart Container,Misc,Item,Starting Heart Container #2,Heart Container
