DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem
Saria House => Kokiri Forest,Saria House => Kokiri Forest,Saria House <= Kokiri Forest,,Entrance,Saria House => Kokiri Forest,
Talon House => Lon Lon Ranch,Talon House => Lon Lon Ranch,Talon House <= Lon Lon Ranch,,Entrance,Talon House => Lon Lon Ranch,
Temple of Time => Temple of Time Exterior,Temple of Time => Temple of Time Exterior,Temple of Time <= Temple of Time Exterior,,Entrance,Temple of Time => Temple of Time Exterior,
Temple of Time Exterior => Temple of Time,Temple of Time Exterior => Temple of Time,Temple of Time Exterior <= Temple of Time,,Entrance,Temple of Time Exterior => Temple of Time,
Windmill => Kakariko Village,Windmill => Kakariko Village,Windmill <= Kakariko Village,,Entrance,Windmill => Kakariko Village,
Zora Shop => Zoras Domain,Zora Shop => Zoras Domain,Zora Shop <= Zoras Domain,,Entrance,Zora Shop => Zoras Domain,
Zoras Domain => Zora Shop,Zoras Domain => Zora Shop,Zoras Domain <= Zora Shop,,Entrance,Zoras Domain => Zora Shop,
Zoras Fountain => Zoras Fountain Fairy,Zoras Fountain => Zoras Fountain Fairy,Zoras Fountain <= Zoras Fountain Fairy,,Entrance,Zoras Fountain => Zoras Fountain Fairy,
Zoras Fountain Fairy => Zoras Fountain,Zoras Fountain Fairy => Zoras Fountain,Zoras Fountain Fairy <= Zoras Fountain,,Entrance,Zoras Fountain Fairy => Zoras Fountain,
Castle Storms Grotto => Castle Grounds,Castle Storms Grotto => Castle Grounds,Castle Storms Grotto <= Castle Grounds,,Entrance,Castle Storms Grotto => Castle Grounds,
Composer Grave => Graveyard,Composer Grave => Graveyard,Composer Grave <= Graveyard,,Entrance,Composer Grave => Graveyard,
DMC Hammer Grotto => Death Mountain Crater Lower Local,DMC Hammer Grotto => Death Mountain Crater Lower Local,DMC Hammer Grotto <= Death Mountain Crater Lower Local,,Entrance,DMC Hammer Grotto => Death Mountain Crater Lower Local,
Dampes Grave => Graveyard,Dampes Grave => Graveyard,Dampes Grave <= Graveyard,,Entrance,Dampes Grave => Graveyard,
Death Mountain => Mountain Storms Grotto,Death Mountain => Mountain Storms Grotto,Death Mountain <= Mountain Storms Grotto,,Entrance,Death Mountain => Mountain Storms Grotto,
Death Mountain Crater Lower Nearby => DMC Hammer Grotto,Death Mountain Crater Lower Nearby => DMC Hammer Grotto,Death Mountain Crater Lower Nearby <= DMC Hammer Grotto,,Entrance,Death Mountain Crater Lower Nearby => DMC Hammer Grotto,
Death Mountain Crater Upper Nearby => Top of Crater Grotto,Death Mountain Crater Upper Nearby => Top of Crater Grotto,Death Mountain Crater Upper Nearby <= Top of Crater Grotto,,Entrance,Death Mountain Crater Upper Nearby => Top of Crater Grotto,
Death Mountain Summit => Mountain Bombable Grotto,Death Mountain Summit => Mountain Bombable Grotto,Death Mountain Summit <= Mountain Bombable Grotto,,Entrance,Death Mountain Summit => Mountain Bombable Grotto,
Deku Theater => Lost Woods Beyond Mido,Deku Theater => Lost Woods Beyond Mido,Deku Theater <= Lost Woods Beyond Mido,,Entrance,Deku Theater => Lost Woods Beyond Mido,
Desert Colossus => Desert Colossus Grotto,Desert Colossus => Desert Colossus Grotto,Desert Colossus <= Desert Colossus Grotto,,Entrance,Desert Colossus => Desert Colossus Grotto,
Desert Colossus Grotto => Desert Colossus,Desert Colossus Grotto => Desert Colossus,Desert Colossus Grotto <= Desert Colossus,,Entrance,Desert Colossus Grotto => Desert Colossus,
Field Far West Castle Town Grotto => Hyrule Field,Field Far West Castle Town Grotto => Hyrule Field,Field Far West Castle Town Grotto <= Hyrule Field,,Entrance,Field Far West Castle Town Grotto => Hyrule Field,
Field Kakariko Grotto => Hyrule Field,Field Kakariko Grotto => Hyrule Field,Field Kakariko Grotto <= Hyrule Field,,Entrance,Field Kakariko Grotto => Hyrule Field,
Field Near Lake Inside Fence Grotto => Hyrule Field,Field Near Lake Inside Fence Grotto => Hyrule Field,Field Near Lake Inside Fence Grotto <= Hyrule Field,,Entrance,Field Near Lake Inside Fence Grotto => Hyrule Field,
Field Near Lake Outside Fence Grotto => Hyrule Field,Field Near Lake Outside Fence Grotto => Hyrule Field,Field Near Lake Outside Fence Grotto <= Hyrule Field,,Entrance,Field Near Lake Outside Fence Grotto => Hyrule Field,
Field North Lon Lon Grotto => Hyrule Field,Field North Lon Lon Grotto => Hyrule Field,Field North Lon Lon Grotto <= Hyrule Field,,Entrance,Field North Lon Lon Grotto => Hyrule Field,
Field Valley Grotto => Hyrule Field,Field Valley Grotto => Hyrule Field,Field Valley Grotto <= Hyrule Field,,Entrance,Field Valley Grotto => Hyrule Field,
Field West Castle Town Grotto => Hyrule Field,Field West Castle Town Grotto => Hyrule Field,Field West Castle Town Grotto <= Hyrule Field,,Entrance,Field West Castle Town Grotto => Hyrule Field,
Front of Meadow Grotto => Sacred Forest Meadow Entryway,Front of Meadow Grotto => Sacred Forest Meadow Entryway,Front of Meadow Grotto <= Sacred Forest Meadow Entryway,,Entrance,Front of Meadow Grotto => Sacred Forest Meadow Entryway,
Gerudo Fortress => Gerudo Fortress Storms Grotto,Gerudo Fortress => Gerudo Fortress Storms Grotto,Gerudo Fortress <= Gerudo Fortress Storms Grotto,,Entrance,Gerudo Fortress => Gerudo Fortress Storms Grotto,
Gerudo Fortress Storms Grotto => Gerudo Fortress,Gerudo Fortress Storms Grotto => Gerudo Fortress,Gerudo Fortress Storms Grotto <= Gerudo Fortress,,Entrance,Gerudo Fortress Storms Grotto => Gerudo Fortress,
Gerudo Valley Far Side => Gerudo Valley Storms Grotto,Gerudo Valley Far Side => Gerudo Valley Storms Grotto,Gerudo Valley Far Side <= Gerudo Valley Storms Grotto,,Entrance,Gerudo Valley Far Side => Gerudo Valley Storms Grotto,
Gerudo Valley Grotto Ledge => Gerudo Valley Octorok Grotto,Gerudo Valley Grotto Ledge => Gerudo Valley Octorok Grotto,Gerudo Valley Grotto Ledge <= Gerudo Valley Octorok Grotto,,Entrance,Gerudo Valley Grotto Ledge => Gerudo Valley Octorok Grotto,
Gerudo Valley Octorok Grotto => Gerudo Valley Grotto Ledge,Gerudo Valley Octorok Grotto => Gerudo Valley Grotto Ledge,Gerudo Valley Octorok Grotto <= Gerudo Valley Grotto Ledge,,Entrance,Gerudo Valley Octorok Grotto => Gerudo Valley Grotto Ledge,
Gerudo Valley Storms Grotto => Gerudo Valley Far Side,Gerudo Valley Storms Grotto => Gerudo Valley Far Side,Gerudo Valley Storms Grotto <= Gerudo Valley Far Side,,Entrance,Gerudo Valley Storms Grotto => Gerudo Valley Far Side,
Goron City Grotto => Goron City Grotto Platform,Goron City Grotto => Goron City Grotto Platform,Goron City Grotto <= Goron City Grotto Platform,,Entrance,Goron City Grotto => Goron City Grotto Platform,
Goron City Grotto Platform => Goron City Grotto,Goron City Grotto Platform => Goron City Grotto,Goron City Grotto Platform <= Goron City Grotto,,Entrance,Goron City Grotto Platform => Goron City Grotto,
Graveyard => Composer Grave,Graveyard => Composer Grave,Graveyard <= Composer Grave,,Entrance,Graveyard => Composer Grave,
Graveyard => Dampes Grave,Graveyard => Dampes Grave,Graveyard <= Dampes Grave,,Entrance,Graveyard => Dampes Grave,
Graveyard => Heart Piece Grave,Graveyard => Heart Piece Grave,Graveyard <= Heart Piece Grave,,Entrance,Graveyard => Heart Piece Grave,
Graveyard => Shield Grave,Graveyard => Shield Grave,Graveyard <= Shield Grave,,Entrance,Graveyard => Shield Grave,
Heart Piece Grave => Graveyard,Heart Piece Grave => Graveyard,Heart Piece Grave <= Graveyard,,Entrance,Heart Piece Grave => Graveyard,
Hyrule Castle Grounds => Castle Storms Grotto,Hyrule Castle Grounds => Castle Storms Grotto,Hyrule Castle Grounds <= Castle Storms Grotto,,Entrance,Hyrule Castle Grounds => Castle Storms Grotto,
Hyrule Field => Field Far West Castle Town Grotto,Hyrule Field => Field Far West Castle Town Grotto,Hyrule Field <= Field Far West Castle Town Grotto,,Entrance,Hyrule Field => Field Far West Castle Town Grotto,
Hyrule Field => Field Kakariko Grotto,Hyrule Field => Field Kakariko Grotto,Hyrule Field <= Field Kakariko Grotto,,Entrance,Hyrule Field => Field Kakariko Grotto,
Hyrule Field => Field Near Lake Inside Fence Grotto,Hyrule Field => Field Near Lake Inside Fence Grotto,Hyrule Field <= Field Near Lake Inside Fence Grotto,,Entrance,Hyrule Field => Field Near Lake Inside Fence Grotto,
Hyrule Field => Field Near Lake Outside Fence Grotto,Hyrule Field => Field Near Lake Outside Fence Grotto,Hyrule Field <= Field Near Lake Outside Fence Grotto,,Entrance,Hyrule Field => Field Near Lake Outside Fence Grotto,
Hyrule Field => Field North Lon Lon Grotto,Hyrule Field => Field North Lon Lon Grotto,Hyrule Field <= Field North Lon Lon Grotto,,Entrance,Hyrule Field => Field North Lon Lon Grotto,
Hyrule Field => Field Valley Grotto,Hyrule Field => Field Valley Grotto,Hyrule Field <= Field Valley Grotto,,Entrance,Hyrule Field => Field Valley Grotto,
Hyrule Field => Field West Castle Town Grotto,Hyrule Field => Field West Castle Town Grotto,Hyrule Field <= Field West Castle Town Grotto,,Entrance,Hyrule Field => Field West Castle Town Grotto,
Hyrule Field => Remote Southern Grotto,Hyrule Field => Remote Southern Grotto,Hyrule Field <= Remote Southern Grotto,,Entrance,Hyrule Field => Remote Southern Grotto,
Kakariko Back Grotto => Kakariko Village Backyard,Kakariko Back Grotto => Kakariko Village Backyard,Kakariko Back Grotto <= Kakariko Village Backyard,,Entrance,Kakariko Back Grotto => Kakariko Village Backyard,
Kakariko Bombable Grotto => Kakariko Village,Kakariko Bombable Grotto => Kakariko Village,Kakariko Bombable Grotto <= Kakariko Village,,Entrance,Kakariko Bombable Grotto => Kakariko Village,
Kakariko Village => Kakariko Bombable Grotto,Kakariko Village => Kakariko Bombable Grotto,Kakariko Village <= Kakariko Bombable Grotto,,Entrance,Kakariko Village => Kakariko Bombable Grotto,
Kakariko Village Backyard => Kakariko Back Grotto,Kakariko Village Backyard => Kakariko Back Grotto,Kakariko Village Backyard <= Kakariko Back Grotto,,Entrance,Kakariko Village Backyard => Kakariko Back Grotto,
Kokiri Forest => Kokiri Forest Storms Grotto,Kokiri Forest => Kokiri Forest Storms Grotto,Kokiri Forest <= Kokiri Forest Storms Grotto,,Entrance,Kokiri Forest => Kokiri Forest Storms Grotto,
Kokiri Forest Storms Grotto => Kokiri Forest,Kokiri Forest Storms Grotto => Kokiri Forest,Kokiri Forest Storms Grotto <= Kokiri Forest,,Entrance,Kokiri Forest Storms Grotto => Kokiri Forest,
Lake Hylia => Lake Hylia Grotto,Lake Hylia => Lake Hylia Grotto,Lake Hylia <= Lake Hylia Grotto,,Entrance,Lake Hylia => Lake Hylia Grotto,
Lake Hylia Grotto => Lake Hylia,Lake Hylia Grotto => Lake Hylia,Lake Hylia Grotto <= Lake Hylia,,Entrance,Lake Hylia Grotto => Lake Hylia,
Lon Lon Grotto => Lon Lon Ranch,Lon Lon Grotto => Lon Lon Ranch,Lon Lon Grotto <= Lon Lon Ranch,,Entrance,Lon Lon Grotto => Lon Lon Ranch,
Lon Lon Ranch => Lon Lon Grotto,Lon Lon Ranch => Lon Lon Grotto,Lon Lon Ranch <= Lon Lon Grotto,,Entrance,Lon Lon Ranch => Lon Lon Grotto,
Lost Woods => Lost Woods Generic Grotto,Lost Woods => Lost Woods Generic Grotto,Lost Woods <= Lost Woods Generic Grotto,,Entrance,Lost Woods => Lost Woods Generic Grotto,
Lost Woods Beyond Mido => Deku Theater,Lost Woods Beyond Mido => Deku Theater,Lost Woods Beyond Mido <= Deku Theater,,Entrance,Lost Woods Beyond Mido => Deku Theater,
Lost Woods Beyond Mido => Lost Woods Sales Grotto,Lost Woods Beyond Mido => Lost Woods Sales Grotto,Lost Woods Beyond Mido <= Lost Woods Sales Grotto,,Entrance,Lost Woods Beyond Mido => Lost Woods Sales Grotto,
Lost Woods Generic Grotto => Lost Woods,Lost Woods Generic Grotto => Lost Woods,Lost Woods Generic Grotto <= Lost Woods,,Entrance,Lost Woods Generic Grotto => Lost Woods,
Lost Woods Sales Grotto => Lost Woods Beyond Mido,Lost Woods Sales Grotto => Lost Woods Beyond Mido,Lost Woods Sales Grotto <= Lost Woods Beyond Mido,,Entrance,Lost Woods Sales Grotto => Lost Woods Beyond Mido,
Meadow Fairy Grotto => Sacred Forest Meadow,Meadow Fairy Grotto => Sacred Forest Meadow,Meadow Fairy Grotto <= Sacred Forest Meadow,,Entrance,Meadow Fairy Grotto => Sacred Forest Meadow,
Meadow Storms Grotto => Sacred Forest Meadow,Meadow Storms Grotto => Sacred Forest Meadow,Meadow Storms Grotto <= Sacred Forest Meadow,,Entrance,Meadow Storms Grotto => Sacred Forest Meadow,
Mountain Bombable Grotto => Death Mountain Summit,Mountain Bombable Grotto => Death Mountain Summit,Mountain Bombable Grotto <= Death Mountain Summit,,Entrance,Mountain Bombable Grotto => Death Mountain Summit,
Mountain Storms Grotto => Death Mountain,Mountain Storms Grotto => Death Mountain,Mountain Storms Grotto <= Death Mountain,,Entrance,Mountain Storms Grotto => Death Mountain,
Remote Southern Grotto => Hyrule Field,Remote Southern Grotto => Hyrule Field,Remote Southern Grotto <= Hyrule Field,,Entrance,Remote Southern Grotto => Hyrule Field,
Sacred Forest Meadow => Meadow Fairy Grotto,Sacred Forest Meadow => Meadow Fairy Grotto,Sacred Forest Meadow <= Meadow Fairy Grotto,,Entrance,Sacred Forest Meadow => Meadow Fairy Grotto,
Sacred Forest Meadow => Meadow Storms Grotto,Sacred Forest Meadow => Meadow Storms Grotto,Sacred Forest Meadow <= Meadow Storms Grotto,,Entrance,Sacred Forest Meadow => Meadow Storms Grotto,
Sacred Forest Meadow Entryway => Front of Meadow Grotto,Sacred Forest Meadow Entryway => Front of Meadow Grotto,Sacred Forest Meadow Entryway <= Front of Meadow Grotto,,Entrance,Sacred Forest Meadow Entryway => Front of Meadow Grotto,
Shield Grave => Graveyard,Shield Grave => Graveyard,Shield Grave <= Graveyard,,Entrance,Shield Grave => Graveyard,
Top of Crater Grotto => Death Mountain Crater Upper Local,Top of Crater Grotto => Death Mountain Crater Upper Local,Top of Crater Grotto <= Death Mountain Crater Upper Local,,Entrance,Top of Crater Grotto => Death Mountain Crater Upper Local,
Zora River => Zora River Plateau Bombable Grotto,Zora River => Zora River Plateau Bombable Grotto,Zora River <= Zora River Plateau Bombable Grotto,,Entrance,Zora River => Zora River Plateau Bombable Grotto,
Zora River => Zora River Plateau Open Grotto,Zora River => Zora River Plateau Open Grotto,Zora River <= Zora River Plateau Open Grotto,,Entrance,Zora River => Zora River Plateau Open Grotto,
Zora River => Zora River Storms Grotto,Zora River => Zora River Storms Grotto,Zora River <= Zora River Storms Grotto,,Entrance,Zora River => Zora River Storms Grotto,
Zora River Plateau Bombable Grotto => Zora River,Zora River Plateau Bombable Grotto => Zora River,Zora River Plateau Bombable Grotto <= Zora River,,Entrance,Zora River Plateau Bombable Grotto => Zora River,
Zora River Plateau Open Grotto => Zora River,Zora River Plateau Open Grotto => Zora River,Zora River Plateau Open Grotto <= Zora River,,Entrance,Zora River Plateau Open Grotto => Zora River,
Zora River Storms Grotto => Zora River,Zora River Storms Grotto => Zora River,Zora River Storms Grotto <= Zora River,,Entrance,Zora River Storms Grotto => Zora River,
Zoras Domain => Zoras Domain Storms Grotto,Zoras Domain => Zoras Domain Storms Grotto,Zoras Domain <= Zoras Domain Storms Grotto,,Entrance,Zoras Domain => Zoras Domain Storms Grotto,
Zoras Domain Storms Grotto => Zoras Domain,Zoras Domain Storms Grotto => Zoras Domain,Zoras Domain Storms Grotto <= Zoras Domain,,Entrance,Zoras Domain Storms Grotto => Zoras Domain,
Links Pocket,Links Pocket,Light Medallion,,Boss Token,Links Pocket,
Queen Gohma,Queen Gohma,Kokiri Emerald,,Boss Token,Queen Gohma,
King Dodongo,King Dodongo,Goron Ruby,,Boss Token,King Dodongo,
Barinade,Barinade,Zora Sapphire,,Boss Token,Barinade,
Phantom Ganon,Phantom Ganon,Light Medallion,,Boss Token,Phantom Ganon,
Volvagia,Volvagia,Fire Medallion,,Boss Token,Volvagia,
Morpha,Morpha,Water Medallion,,Boss Token,Morpha,
Bongo Bongo,Bongo Bongo,Shadow Medallion,,Boss Token,Bongo Bongo,
Twinrova,Twinrova,Spirit Medallion,,Boss Token,Twinrova,
Song from Saria,Song from Saria,Sarias Song,,Item,Song from Saria,
Sheik Forest Song,Sheik Forest Song,Minuet of Forest,,Item,Sheik Forest Song,
Song from Ocarina of Time,Song from Ocarina of Time,Song of Time,,Item,Song from Ocarina of Time,
Sheik at Colossus,Sheik at Colossus,Requiem of Spirit,,Item,Sheik at Colossus,
Sheik at Temple,Sheik at Temple,Prelude of Light,,Item,Sheik at Temple,
Impa at Castle,Impa at Castle,Zeldas Lullaby,,Item,Impa at Castle,
Sheik in Kakariko,Sheik in Kakariko,nocturne of shadow,,Item,Sheik in Kakariko,
Song at Windmill,Song at Windmill,Song of Storms,,Item,Song at Windmill,
Song from Composer Grave,Song from Composer Grave,Sun Song,,Item,Song from Composer Grave,
Sheik in Crater,Sheik in Crater,Bolero of Fire,,Item,Sheik in Crater,
Song from Malon,Song from Malon,Eponas Song,,Item,Song from Malon,
Sheik in Ice Cavern,Sheik in Ice Cavern,Serenade of Water,,Item,Sheik in Ice Cavern,
Kokiri Sword Chest,Kokiri Sword Chest,Kokiri Sword,,Item,Kokiri Sword Chest,
GS Kokiri Know It All House,GS Kokiri Know It All House,Skull Token,,Item,GS Kokiri Know It All House,
GS Kokiri Bean Patch,GS Kokiri Bean Patch,Skull Token,,Item,GS Kokiri Bean Patch,
GS Kokiri House of Twins,GS Kokiri House of Twins,Skull Token,,Item,GS Kokiri House of Twins,
Links House Cow,Links House Cow,Milk,,Item,Links House Cow,
Mido Chest Top Left,Mido Chest Top Left,,,Item,Mido Chest Top Left,
Mido Chest Top Right,Mido Chest Top Right,,,Item,Mido Chest Top Right,
Mido Chest Bottom Left,Mido Chest Bottom Left,,,Item,Mido Chest Bottom Left,
Mido Chest Bottom Right,Mido Chest Bottom Right,,,Item,Mido Chest Bottom Right,
Kokiri Shop Item 5,Kokiri Shop Item 5,Recovery Heart,,Item,Kokiri Shop Item 5,
Kokiri Shop Item 6,Kokiri Shop Item 6,5 Arrows,,Item,Kokiri Shop Item 6,
Kokiri Shop Item 7,Kokiri Shop Item 7,10 Arrows,,Item,Kokiri Shop Item 7,
Kokiri Shop Item 8,Kokiri Shop Item 8,Deku Seeds,,Item,Kokiri Shop Item 8,
Skull Kid,Skull Kid,,,Item,Skull Kid,
Ocarina Memory Game,Ocarina Memory Game,,,Item,Ocarina Memory Game,
Target in Woods,Target in Woods,,,Item,Target in Woods,
LW Deku Scrub Deku Stick Upgrade,LW Deku Scrub Deku Stick Upgrade,,,Item,LW Deku Scrub Deku Stick Upgrade,
GS Lost Woods Bean Patch Near Bridge,GS Lost Woods Bean Patch Near Bridge,Skull Token,,Item,GS Lost Woods Bean Patch Near Bridge,
LW Deku Scrub Deku Nuts,LW Deku Scrub Deku Nuts,,,Item,LW Deku Scrub Deku Nuts,
LW Deku Scrub Deku Sticks,LW Deku Scrub Deku Sticks,,,Item,LW Deku Scrub Deku Sticks,
GS Lost Woods Above Stage,GS Lost Woods Above Stage,Skull Token,,Item,GS Lost Woods Above Stage,
GS Lost Woods Bean Patch Near Stage,GS Lost Woods Bean Patch Near Stage,Skull Token,,Item,GS Lost Woods Bean Patch Near Stage,
GS Sacred Forest Meadow,GS Sacred Forest Meadow,Skull Token,,Item,GS Sacred Forest Meadow,
Gift from Saria,Gift from Saria,Fairy Ocarina,,Item,Gift from Saria,
Ocarina of Time,Ocarina of Time,,,Item,Ocarina of Time,
Underwater Bottle,Underwater Bottle,,,Item,Underwater Bottle,
Lake Hylia Sun,Lake Hylia Sun,,,Item,Lake Hylia Sun,
Lake Hylia Freestanding PoH,Lake Hylia Freestanding PoH,,,Item,Lake Hylia Freestanding PoH,
GS Lake Hylia Bean Patch,GS Lake Hylia Bean Patch,Skull Token,,Item,GS Lake Hylia Bean Patch,
GS Lake Hylia Lab Wall,GS Lake Hylia Lab Wall,Skull Token,,Item,GS Lake Hylia Lab Wall,
GS Lake Hylia Small Island,GS Lake Hylia Small Island,Skull Token,,Item,GS Lake Hylia Small Island,
GS Lake Hylia Giant Tree,GS Lake Hylia Giant Tree,Skull Token,,Item,GS Lake Hylia Giant Tree,
Diving in the Lab,Diving in the Lab,,,Item,Diving in the Lab,
GS Lab Underwater Crate,GS Lab Underwater Crate,Skull Token,,Item,GS Lab Underwater Crate,
Child Fishing,Child Fishing,,,Item,Child Fishing,
Adult Fishing,Adult Fishing,,,Item,Adult Fishing,
GS Gerudo Valley Small Bridge,GS Gerudo Valley Small Bridge,Skull Token,,Item,GS Gerudo Valley Small Bridge,
Gerudo Valley Waterfall Freestanding PoH,Gerudo Valley Waterfall Freestanding PoH,,,Item,Gerudo Valley Waterfall Freestanding PoH,
GS Gerudo Valley Bean Patch,GS Gerudo Valley Bean Patch,Skull Token,,Item,GS Gerudo Valley Bean Patch,
Gerudo Valley Cow,Gerudo Valley Cow,,,Item,Gerudo Valley Cow,
Gerudo Valley Crate Freestanding PoH,Gerudo Valley Crate Freestanding PoH,,,Item,Gerudo Valley Crate Freestanding PoH,
Gerudo Valley Hammer Rocks Chest,Gerudo Valley Hammer Rocks Chest,,,Item,Gerudo Valley Hammer Rocks Chest,
GS Gerudo Valley Behind Tent,GS Gerudo Valley Behind Tent,Skull Token,,Item,GS Gerudo Valley Behind Tent,
GS Gerudo Valley Pillar,GS Gerudo Valley Pillar,Skull Token,,Item,GS Gerudo Valley Pillar,
Gerudo Fortress Rooftop Chest,Gerudo Fortress Rooftop Chest,,,Item,Gerudo Fortress Rooftop Chest,
Horseback Archery 1000 Points,Horseback Archery 1000 Points,,,Item,Horseback Archery 1000 Points,
Horseback Archery 1500 Points,Horseback Archery 1500 Points,,,Item,Horseback Archery 1500 Points,
Gerudo Fortress North F1 Carpenter,Gerudo Fortress North F1 Carpenter,,,Item,Gerudo Fortress North F1 Carpenter,
Gerudo Fortress North F2 Carpenter,Gerudo Fortress North F2 Carpenter,,,Item,Gerudo Fortress North F2 Carpenter,
Gerudo Fortress South F1 Carpenter,Gerudo Fortress South F1 Carpenter,,,Item,Gerudo Fortress South F1 Carpenter,
Gerudo Fortress South F2 Carpenter,Gerudo Fortress South F2 Carpenter,,,Item,Gerudo Fortress South F2 Carpenter,
Gerudo Fortress Membership Card,Gerudo Fortress Membership Card,,,Item,Gerudo Fortress Membership Card,
GS Gerudo Fortress Archery Range,GS Gerudo Fortress Archery Range,Skull Token,,Item,GS Gerudo Fortress Archery Range,
GS Gerudo Fortress Top Floor,GS Gerudo Fortress Top Floor,Skull Token,,Item,GS Gerudo Fortress Top Floor,
Haunted Wasteland Structure Chest,Haunted Wasteland Structure Chest,,,Item,Haunted Wasteland Structure Chest,
Haunted Wasteland Bombchu Salesman,Haunted Wasteland Bombchu Salesman,,,Item,Haunted Wasteland Bombchu Salesman,
GS Wasteland Ruins,GS Wasteland Ruins,Skull Token,,Item,GS Wasteland Ruins,
Colossus Freestanding PoH,Colossus Freestanding PoH,,,Item,Colossus Freestanding PoH,
GS Desert Colossus Bean Patch,GS Desert Colossus Bean Patch,Skull Token,,Item,GS Desert Colossus Bean Patch,
GS Desert Colossus Tree,GS Desert Colossus Tree,Skull Token,,Item,GS Desert Colossus Tree,
GS Desert Colossus Hill,GS Desert Colossus Hill,Skull Token,,Item,GS Desert Colossus Hill,
Desert Colossus Fairy Reward,Desert Colossus Fairy Reward,,,Item,Desert Colossus Fairy Reward,
Zelda,Zelda,,,Item,Zelda,
Malon Egg,Malon Egg,,,Item,Malon Egg,
GS Hyrule Castle Tree,GS Hyrule Castle Tree,Skull Token,,Item,GS Hyrule Castle Tree,
Hyrule Castle Fairy Reward,Hyrule Castle Fairy Reward,,,Item,Hyrule Castle Fairy Reward,
GS Outside Ganon's Castle,GS Outside Ganon's Castle,Skull Token,,Item,GS Outside Ganon's Castle,
Ganons Castle Fairy Reward,Ganons Castle Fairy Reward,,,Item,Ganons Castle Fairy Reward,
10 Big Poes,10 Big Poes,,,Item,10 Big Poes,
GS Castle Market Guard House,GS Castle Market Guard House,Skull Token,,Item,GS Castle Market Guard House,
Castle Town Bazaar Item 5,Castle Town Bazaar Item 5,,,Item,Castle Town Bazaar Item 5,
Castle Town Bazaar Item 6,Castle Town Bazaar Item 6,,,Item,Castle Town Bazaar Item 6,
Castle Town Bazaar Item 7,Castle Town Bazaar Item 7,,,Item,Castle Town Bazaar Item 7,
Castle Town Bazaar Item 8,Castle Town Bazaar Item 8,,,Item,Castle Town Bazaar Item 8,
Child Shooting Gallery,Child Shooting Gallery,,,Item,Child Shooting Gallery,
Bombchu Bowling Bomb Bag,Bombchu Bowling Bomb Bag,,,Item,Bombchu Bowling Bomb Bag,
Bombchu Bowling Piece of Heart,Bombchu Bowling Piece of Heart,,,Item,Bombchu Bowling Piece of Heart,
Castle Town Potion Shop Item 5,Castle Town Potion Shop Item 5,,,Item,Castle Town Potion Shop Item 5,
Castle Town Potion Shop Item 6,Castle Town Potion Shop Item 6,,,Item,Castle Town Potion Shop Item 6,
Castle Town Potion Shop Item 7,Castle Town Potion Shop Item 7,,,Item,Castle Town Potion Shop Item 7,
Castle Town Potion Shop Item 8,Castle Town Potion Shop Item 8,,,Item,Castle Town Potion Shop Item 8,
Treasure Chest Game,Treasure Chest Game,,,Item,Treasure Chest Game,
Bombchu Shop Item 5,Bombchu Shop Item 5,,,Item,Bombchu Shop Item 5,
Bombchu Shop Item 6,Bombchu Shop Item 6,,,Item,Bombchu Shop Item 6,
Bombchu Shop Item 7,Bombchu Shop Item 7,,,Item,Bombchu Shop Item 7,
Bombchu Shop Item 8,Bombchu Shop Item 8,,,Item,Bombchu Shop Item 8,
Dog Lady,Dog Lady,,,Item,Dog Lady,
Anju as Adult,Anju as Adult,,,Item,Anju as Adult,
Anjus Chickens,Anjus Chickens,,,Item,Anjus Chickens,
GS Kakariko House Under Construction,GS Kakariko House Under Construction,Skull Token,,Item,GS Kakariko House Under Construction,
GS Kakariko Skulltula House,GS Kakariko Skulltula House,Skull Token,,Item,GS Kakariko Skulltula House,
GS Kakariko Guard's House,GS Kakariko Guard's House,Skull Token,,Item,GS Kakariko Guard's House,
GS Kakariko Tree,GS Kakariko Tree,Skull Token,,Item,GS Kakariko Tree,
GS Kakariko Watchtower,GS Kakariko Watchtower,Skull Token,,Item,GS Kakariko Watchtower,
GS Kakariko Above Impa's House,GS Kakariko Above Impa's House,Skull Token,,Item,GS Kakariko Above Impa's House,
Man on Roof,Man on Roof,,,Item,Man on Roof,
10 Gold Skulltula Reward,10 Gold Skulltula Reward,,,Item,10 Gold Skulltula Reward,
20 Gold Skulltula Reward,20 Gold Skulltula Reward,,,Item,20 Gold Skulltula Reward,
30 Gold Skulltula Reward,30 Gold Skulltula Reward,,,Item,30 Gold Skulltula Reward,
40 Gold Skulltula Reward,40 Gold Skulltula Reward,,,Item,40 Gold Skulltula Reward,
50 Gold Skulltula Reward,50 Gold Skulltula Reward,,,Item,50 Gold Skulltula Reward,
Impa House Freestanding PoH,Impa House Freestanding PoH,,,Item,Impa House Freestanding PoH,
Impas House Cow,Impas House Cow,,,Item,Impas House Cow,
Windmill Freestanding PoH,Windmill Freestanding PoH,,,Item,Windmill Freestanding PoH,
Kakariko Bazaar Item 5,Kakariko Bazaar Item 5,,,Item,Kakariko Bazaar Item 5,
Kakariko Bazaar Item 6,Kakariko Bazaar Item 6,,,Item,Kakariko Bazaar Item 6,
Kakariko Bazaar Item 7,Kakariko Bazaar Item 7,,,Item,Kakariko Bazaar Item 7,
