DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem,EntrancePair
ChestEastClockTownSilverRupee,East Clock Town Chest,Silver Rupee,East Clock Town,Item,East Clock Town Chest,Silver Rupee,
ChestSouthClockTownRedRupee,South Clock Town Straw Roof Chest,Red Rupee,South Clock Town,Item,South Clock Town Straw Roof Chest,Red Rupee,
ChestSouthClockTownPurpleRupee,South Clock Town Final Day Chest,Purple Rupee,South Clock Town,Item,South Clock Town Final Day Chest,Purple Rupee,
HeartPieceBank,Bank Reward #3,Piece of Heart,West Clock Town,Item,Bank Reward #3,Piece of Heart,
HeartPieceSouthClockTown,Clock Tower Entrance,Piece of Heart,South Clock Town,Item,Clock Tower Entrance,Piece of Heart,
HeartPieceNorthClockTown,North Clock Town Tree,Piece of Heart,North Clock Town,Item,North Clock Town Tree,Piece of Heart,
HeartPieceToSwamp,Path to Swamp Tree,Piece of Heart,Road to Southern Swamp,Item,Path to Swamp Tree,Piece of Heart,
HeartPieceSwampScrub,Swamp Tourist Center Roof,Piece of Heart,Southern Swamp,Item,Swamp Tourist Center Roof,Piece of Heart,
HeartPieceDekuPalace,Deku Palace West Garden,Piece of Heart,Deku Palace,Item,Deku Palace West Garden,Piece of Heart,
HeartPieceGoronVillageScrub,Goron Village Ledge,Piece of Heart,Goron Village,Item,Goron Village Ledge,Piece of Heart,
HeartPieceZoraGrotto,Bio Baba Grotto,Piece of Heart,Termina Field,Item,Bio Baba Grotto,Piece of Heart,
HeartPieceLabFish,Lab Fish,Piece of Heart,Great Bay Coast,Item,Lab Fish,Piece of Heart,
HeartPieceGreatBayCapeLikeLike,Zora Cape Like-Like,Piece of Heart,Zora Cape,Item,Zora Cape Like-Like,Piece of Heart,
HeartPiecePiratesFortress,Pirates' Fortress Cage,Piece of Heart,Pirates' Fortress Sewer,Item,Pirates' Fortress Cage,Piece of Heart,
HeartPieceZoraHallScrub,Lulu's Room Ledge,Piece of Heart,Zora Hall,Item,Lulu's Room Ledge,Piece of Heart,
HeartPieceToSnowhead,Path to Snowhead Pillar,Piece of Heart,Path to Snowhead,Item,Path to Snowhead Pillar,Piece of Heart,
HeartPieceGreatBayCoast,Great Bay Coast Ledge,Piece of Heart,Great Bay Coast,Item,Great Bay Coast Ledge,Piece of Heart,
HeartPieceIkana,Ikana Canyon Ledge,Piece of Heart,Ikana Canyon,Item,Ikana Canyon Ledge,Piece of Heart,
HeartPieceCastle,Ikana Castle Pillar,Piece of Heart,Ikana Castle,Item,Ikana Castle Pillar,Piece of Heart,
HeartContainerWoodfall,Odolwa Heart Container,Heart Container,Woodfall Temple,Item,Odolwa Heart Container,Heart Container,
HeartContainerSnowhead,Goht Heart Container,Heart Container,Snowhead Temple,Item,Goht Heart Container,Heart Container,
HeartContainerGreatBay,Gyorg Heart Container,Heart Container,Great Bay Temple,Item,Gyorg Heart Container,Heart Container,
HeartContainerStoneTower,Twinmold Heart Container,Heart Container,Stone Tower Temple,Item,Twinmold Heart Container,Heart Container,
ItemTingleMapTown,Clock Town Map Purchase,Map of Clock Town,North Clock Town,Item,Clock Town Map Purchase,Map of Clock Town,
ItemTingleMapWoodfall,Woodfall Map Purchase,Map of Woodfall,Road to Southern Swamp,Item,Woodfall Map Purchase,Map of Woodfall,
ItemTingleMapSnowhead,Snowhead Map Purchase,Map of Snowhead,Road to Southern Swamp,Item,Snowhead Map Purchase,Map of Snowhead,
ItemTingleMapRanch,Romani Ranch Map Purchase,Map of Romani Ranch,Milk Road,Item,Romani Ranch Map Purchase,Map of Romani Ranch,
ItemTingleMapGreatBay,Great Bay Map Purchase,Map of Great Bay,Milk Road,Item,Great Bay Map Purchase,Map of Great Bay,
ItemTingleMapStoneTower,Stone Tower Map Purchase,Map of Stone Tower,Great Bay Coast,Item,Stone Tower Map Purchase,Map of Stone Tower,
ChestToGoronRaceGrotto,Goron Racetrack Grotto,Bombchu,Twin Islands,Item,Goron Racetrack Grotto,Bombchu,
IkanaScrubGoldRupee,Canyon Scrub Trade,Gold Rupee,Ikana Canyon,Item,Canyon Scrub Trade,Gold Rupee,
HeartPieceDekuTrial,Deku Trial Bonus,Piece of Heart,The Moon,Item,Deku Trial Bonus,Piece of Heart,
HeartPieceGoronTrial,Goron Trial Bonus,Piece of Heart,The Moon,Item,Goron Trial Bonus,Piece of Heart,
HeartPieceZoraTrial,Zora Trial Bonus,Piece of Heart,The Moon,Item,Zora Trial Bonus,Piece of Heart,
HeartPieceLinkTrial,Link Trial Bonus,Piece of Heart,The Moon,Item,Link Trial Bonus,Piece of Heart,
MaskFierceDeity,Majora Child,Fierce Deity's Mask,The Moon,Item,Majora Child,Fierce Deity's Mask,
ChestLinkTrialArrow30,Link Trial Garo Master Chest,30 Arrows,The Moon,Item,Link Trial Garo Master Chest,30 Arrows,
ChestLinkTrialBombchu10,Link Trial Iron Knuckle Chest,10 Bombchu,The Moon,Item,Link Trial Iron Knuckle Chest,10 Bombchu,
ChestPreClocktownDekuNut,Pre-Clocktown Chest,10 Deku Nuts,Beneath Clocktown,Item,Pre-Clocktown Chest,10 Deku Nuts,
StartingSword,Starting Sword,Kokiri Sword,Misc,Item,Starting Sword,Kokiri Sword|Sword Upgrade,
StartingShield,Starting Shield,Hero's Shield,Misc,Item,Starting Shield,Hero's Shield,
StartingHeartContainer1,Starting Heart Container #1,Heart Container,Misc,Item,Starting Heart Container #1,Heart Container,
StartingHeartContainer2,Starting Heart Container #2,Heart Container,Misc,Item,Starting Heart Container #2,Heart Container,
ItemRanchBarnMainCowMilk,Ranch Cow #1,Milk,Romani Ranch,Item,Ranch Cow #1,Milk,
ItemRanchBarnOtherCowMilk1,Ranch Cow #2,Milk,Romani Ranch,Item,Ranch Cow #2,Milk,
ItemRanchBarnOtherCowMilk2,Ranch Cow #3,Milk,Romani Ranch,Item,Ranch Cow #3,Milk,
ItemWellCowMilk,Cow Beneath the Well,Milk,Beneath the Well,Item,Cow Beneath the Well,Milk,
ItemTerminaGrottoCowMilk1,Termina Grotto Cow #1,Milk,Termina Field,Item,Termina Grotto Cow #1,Milk,
ItemTerminaGrottoCowMilk2,Termina Grotto Cow #2,Milk,Termina Field,Item,Termina Grotto Cow #2,Milk,
ItemCoastGrottoCowMilk1,Great Bay Coast Grotto Cow #1,Milk,Great Bay Coast,Item,Great Bay Coast Grotto Cow #1,Milk,
ItemCoastGrottoCowMilk2,Great Bay Coast Grotto Cow #2,Milk,Great Bay Coast,Item,Great Bay Coast Grotto Cow #2,Milk,
CollectibleSwampSpiderToken1,Swamp Skulltula Main Room Near Ceiling,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Main Room Near Ceiling,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken2,Swamp Skulltula Gold Room Near Ceiling,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Gold Room Near Ceiling,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken3,Swamp Skulltula Monument Room Torch,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Monument Room Torch,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken4,Swamp Skulltula Gold Room Pillar,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Gold Room Pillar,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken5,Swamp Skulltula Pot Room Jar,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Pot Room Jar,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken6,Swamp Skulltula Tree Room Grass 1,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Tree Room Grass 1,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken7,Swamp Skulltula Tree Room Grass 2,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Tree Room Grass 2,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken8,Swamp Skulltula Main Room Water,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Main Room Water,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken9,Swamp Skulltula Main Room Lower Left Soft Soil,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Main Room Lower Left Soft Soil,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken10,Swamp Skulltula Monument Room Crate 1,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Monument Room Crate 1,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken11,Swamp Skulltula Main Room Upper Soft Soil,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Main Room Upper Soft Soil,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken12,Swamp Skulltula Main Room Lower Right Soft Soil,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Main Room Lower Right Soft Soil,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken13,Swamp Skulltula Monument Room Lower Wall,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Monument Room Lower Wall,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken14,Swamp Skulltula Monument Room On Monument,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Monument Room On Monument,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken15,Swamp Skulltula Main Room Pillar,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Main Room Pillar,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken16,Swamp Skulltula Pot Room Pot 1,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Pot Room Pot 1,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken17,Swamp Skulltula Pot Room Pot 2,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Pot Room Pot 2,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken18,Swamp Skulltula Gold Room Hive,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Gold Room Hive,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken19,Swamp Skulltula Main Room Upper Pillar,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Main Room Upper Pillar,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken20,Swamp Skulltula Pot Room Behind Vines,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Pot Room Behind Vines,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken21,Swamp Skulltula Tree Room Tree 1,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Tree Room Tree 1,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken22,Swamp Skulltula Pot Room Wall,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Pot Room Wall,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken23,Swamp Skulltula Pot Room Hive 1,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Pot Room Hive 1,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken24,Swamp Skulltula Tree Room Tree 2,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Tree Room Tree 2,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken25,Swamp Skulltula Gold Room Wall,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Gold Room Wall,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken26,Swamp Skulltula Tree Room Hive,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Tree Room Hive,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken27,Swamp Skulltula Monument Room Crate 2,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Monument Room Crate 2,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken28,Swamp Skulltula Pot Room Hive 2,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Pot Room Hive 2,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken29,Swamp Skulltula Tree Room Tree 3,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Tree Room Tree 3,Swamp Skulltula Spirit,
CollectibleSwampSpiderToken30,Swamp Skulltula Main Room Jar,Swamp Skulltula Spirit,Southern Swamp,Item,Swamp Skulltula Main Room Jar,Swamp Skulltula Spirit,
CollectibleOceanSpiderToken1,Ocean Skulltula Storage Room Behind Boat,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Storage Room Behind Boat,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken2,Ocean Skulltula Library Hole Behind Picture,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Library Hole Behind Picture,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken3,Ocean Skulltula Library Hole Behind Cabinet,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Library Hole Behind Cabinet,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken4,Ocean Skulltula Library On Corner Bookshelf,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Library On Corner Bookshelf,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken5,Ocean Skulltula 2nd Room Ceiling Edge,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula 2nd Room Ceiling Edge,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken6,Ocean Skulltula 2nd Room Ceiling Plank,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula 2nd Room Ceiling Plank,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken7,Ocean Skulltula Colored Skulls Ceiling Edge,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Colored Skulls Ceiling Edge,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken8,Ocean Skulltula Library Ceiling Edge,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Library Ceiling Edge,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken9,Ocean Skulltula Storage Room Ceiling Web,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Storage Room Ceiling Web,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken10,Ocean Skulltula Storage Room Behind Crate,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Storage Room Behind Crate,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken11,Ocean Skulltula 2nd Room Jar,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula 2nd Room Jar,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken12,Ocean Skulltula Entrance Right Wall,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Entrance Right Wall,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken13,Ocean Skulltula Entrance Left Wall,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Entrance Left Wall,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken14,Ocean Skulltula 2nd Room Webbed Hole,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula 2nd Room Webbed Hole,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken15,Ocean Skulltula Entrance Web,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Entrance Web,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken16,Ocean Skulltula Colored Skulls Chandelier 1,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Colored Skulls Chandelier 1,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken17,Ocean Skulltula Colored Skulls Chandelier 2,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Colored Skulls Chandelier 2,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken18,Ocean Skulltula Colored Skulls Chandelier 3,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Colored Skulls Chandelier 3,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken19,Ocean Skulltula Colored Skulls Behind Picture,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Colored Skulls Behind Picture,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken20,Ocean Skulltula Library Behind Picture,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Library Behind Picture,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken21,Ocean Skulltula Library Behind Bookcase 1,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Library Behind Bookcase 1,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken22,Ocean Skulltula Storage Room Crate,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Storage Room Crate,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken23,Ocean Skulltula 2nd Room Webbed Pot,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula 2nd Room Webbed Pot,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken24,Ocean Skulltula 2nd Room Upper Pot,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula 2nd Room Upper Pot,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken25,Ocean Skulltula Colored Skulls Pot,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Colored Skulls Pot,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken26,Ocean Skulltula Storage Room Jar,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Storage Room Jar,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken27,Ocean Skulltula 2nd Room Lower Pot,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula 2nd Room Lower Pot,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken28,Ocean Skulltula Library Behind Bookcase 2,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula Library Behind Bookcase 2,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken29,Ocean Skulltula 2nd Room Behind Skull 1,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula 2nd Room Behind Skull 1,Ocean Skulltula Spirit,
CollectibleOceanSpiderToken30,Ocean Skulltula 2nd Room Behind Skull 2,Ocean Skulltula Spirit,Great Bay Coast,Item,Ocean Skulltula 2nd Room Behind Skull 2,Ocean Skulltula Spirit,
CollectibleStrayFairyClockTown,Clock Town Stray Fairy,Clock Town Stray Fairy,Laundry Pool,Item,Clock Town Stray Fairy,Clock Town Stray Fairy,
CollectibleStrayFairyWoodfall1,Woodfall Pre-Boss Lower Right Bubble,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Pre-Boss Lower Right Bubble,Woodfall Stray Fairy,
CollectibleStrayFairyWoodfall2,Woodfall Entrance Fairy,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Entrance Fairy,Woodfall Stray Fairy,
CollectibleStrayFairyWoodfall3,Woodfall Pre-Boss Upper Left Bubble,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Pre-Boss Upper Left Bubble,Woodfall Stray Fairy,
CollectibleStrayFairyWoodfall4,Woodfall Pre-Boss Pillar Bubble,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Pre-Boss Pillar Bubble,Woodfall Stray Fairy,
CollectibleStrayFairyWoodfall5,Woodfall Deku Baba,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Deku Baba,Woodfall Stray Fairy,
CollectibleStrayFairyWoodfall6,Woodfall Poison Water Bubble,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Poison Water Bubble,Woodfall Stray Fairy,
CollectibleStrayFairyWoodfall7,Woodfall Main Room Bubble,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Main Room Bubble,Woodfall Stray Fairy,
CollectibleStrayFairyWoodfall8,Woodfall Skulltula,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Skulltula,Woodfall Stray Fairy,
CollectibleStrayFairyWoodfall9,Woodfall Pre-Boss Upper Right Bubble,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Pre-Boss Upper Right Bubble,Woodfall Stray Fairy,
CollectibleStrayFairyWoodfall10,Woodfall Main Room Switch,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Main Room Switch,Woodfall Stray Fairy,
CollectibleStrayFairyWoodfall11,Woodfall Entrance Platform,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Entrance Platform,Woodfall Stray Fairy,
CollectibleStrayFairyWoodfall12,Woodfall Dark Room,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Dark Room,Woodfall Stray Fairy,
CollectibleStrayFairyWoodfall13,Woodfall Jar Fairy,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Jar Fairy,Woodfall Stray Fairy,
CollectibleStrayFairyWoodfall14,Woodfall Bridge Room Hive,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Bridge Room Hive,Woodfall Stray Fairy,
CollectibleStrayFairyWoodfall15,Woodfall Platform Room Hive,Woodfall Stray Fairy,Woodfall Temple,Item,Woodfall Platform Room Hive,Woodfall Stray Fairy,
CollectibleStrayFairySnowhead1,Snowhead Snow Room Bubble,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Snow Room Bubble,Snowhead Stray Fairy,
CollectibleStrayFairySnowhead2,Snowhead Ceiling Bubble,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Ceiling Bubble,Snowhead Stray Fairy,
CollectibleStrayFairySnowhead3,Snowhead Dinolfos 1,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Dinolfos 1,Snowhead Stray Fairy,
CollectibleStrayFairySnowhead4,Snowhead Bridge Room Ledge Bubble,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Bridge Room Ledge Bubble,Snowhead Stray Fairy,
CollectibleStrayFairySnowhead5,Snowhead Bridge Room Pillar Bubble,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Bridge Room Pillar Bubble,Snowhead Stray Fairy,
CollectibleStrayFairySnowhead6,Snowhead Dinolfos 2,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Dinolfos 2,Snowhead Stray Fairy,
CollectibleStrayFairySnowhead7,Snowhead Map Room Fairy,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Map Room Fairy,Snowhead Stray Fairy,
CollectibleStrayFairySnowhead8,Snowhead Map Room Ledge,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Map Room Ledge,Snowhead Stray Fairy,
CollectibleStrayFairySnowhead9,Snowhead Basement,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Basement,Snowhead Stray Fairy,
CollectibleStrayFairySnowhead10,Snowhead Twin Block,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Twin Block,Snowhead Stray Fairy,
CollectibleStrayFairySnowhead11,Snowhead Icicle Room Wall,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Icicle Room Wall,Snowhead Stray Fairy,
CollectibleStrayFairySnowhead12,Snowhead Main Room Wall,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Main Room Wall,Snowhead Stray Fairy,
CollectibleStrayFairySnowhead13,Snowhead Pillar Freezards,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Pillar Freezards,Snowhead Stray Fairy,
CollectibleStrayFairySnowhead14,Snowhead Ice Puzzle,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Ice Puzzle,Snowhead Stray Fairy,
CollectibleStrayFairySnowhead15,Snowhead Crate,Snowhead Stray Fairy,Snowhead Temple,Item,Snowhead Crate,Snowhead Stray Fairy,
CollectibleStrayFairyGreatBay1,Great Bay Skulltula,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Skulltula,Great Bay Stray Fairy,
CollectibleStrayFairyGreatBay2,Great Bay Pre-Boss Room Underwater Bubble,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Pre-Boss Room Underwater Bubble,Great Bay Stray Fairy,
CollectibleStrayFairyGreatBay3,Great Bay Water Control Room Underwater Bubble,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Water Control Room Underwater Bubble,Great Bay Stray Fairy,
CollectibleStrayFairyGreatBay4,Great Bay Pre-Boss Room Bubble,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Pre-Boss Room Bubble,Great Bay Stray Fairy,
CollectibleStrayFairyGreatBay5,Great Bay Waterwheel Room Upper,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Waterwheel Room Upper,Great Bay Stray Fairy,
CollectibleStrayFairyGreatBay6,Great Bay Green Valve,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Green Valve,Great Bay Stray Fairy,
CollectibleStrayFairyGreatBay7,Great Bay Seesaw Room,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Seesaw Room,Great Bay Stray Fairy,
CollectibleStrayFairyGreatBay8,Great Bay Waterwheel Room Lower,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Waterwheel Room Lower,Great Bay Stray Fairy,
CollectibleStrayFairyGreatBay9,Great Bay Entrance Torches,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Entrance Torches,Great Bay Stray Fairy,
CollectibleStrayFairyGreatBay10,Great Bay Bio Babas,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Bio Babas,Great Bay Stray Fairy,
CollectibleStrayFairyGreatBay11,Great Bay Underwater Barrel,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Underwater Barrel,Great Bay Stray Fairy,
CollectibleStrayFairyGreatBay12,Great Bay Whirlpool Jar,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Whirlpool Jar,Great Bay Stray Fairy,
CollectibleStrayFairyGreatBay13,Great Bay Whirlpool Barrel,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Whirlpool Barrel,Great Bay Stray Fairy,
CollectibleStrayFairyGreatBay14,Great Bay Dexihands Jar,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Dexihands Jar,Great Bay Stray Fairy,
CollectibleStrayFairyGreatBay15,Great Bay Ledge Jar,Great Bay Stray Fairy,Great Bay Temple,Item,Great Bay Ledge Jar,Great Bay Stray Fairy,
CollectibleStrayFairyStoneTower1,Stone Tower Mirror Sun Block,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Mirror Sun Block,Stone Tower Stray Fairy,
CollectibleStrayFairyStoneTower2,Stone Tower Eyegore,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Eyegore,Stone Tower Stray Fairy,
CollectibleStrayFairyStoneTower3,Stone Tower Lava Room Fire Ring,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Lava Room Fire Ring,Stone Tower Stray Fairy,
CollectibleStrayFairyStoneTower4,Stone Tower Updraft Fire Ring,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Updraft Fire Ring,Stone Tower Stray Fairy,
CollectibleStrayFairyStoneTower5,Stone Tower Mirror Sun Switch,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Mirror Sun Switch,Stone Tower Stray Fairy,
CollectibleStrayFairyStoneTower6,Stone Tower Boss Warp,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Boss Warp,Stone Tower Stray Fairy,
CollectibleStrayFairyStoneTower7,Stone Tower Wizzrobe,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Wizzrobe,Stone Tower Stray Fairy,
CollectibleStrayFairyStoneTower8,Stone Tower Death Armos,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Death Armos,Stone Tower Stray Fairy,
CollectibleStrayFairyStoneTower9,Stone Tower Updraft Frozen Eye,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Updraft Frozen Eye,Stone Tower Stray Fairy,
